"","V1"
"2228","FBgn0050428"
"2229","FBgn0038575"
"2230","FBgn0051948"
"2231","FBgn0038783"
"2232","FBgn0038784"
"2233","FBgn0039040"
"2234","FBgn0039043"
"2235","FBgn0039098"
"2236","FBgn0039099"
"2237","FBgn0039192"
"2238","FBgn0086610"
"2239","FBgn0039195"
"2240","FBgn0039196"
"2241","FBgn0039237"
"2242","FBgn0265266"
"2243","FBgn0039373"
"2244","FBgn0039374"
"2245","FBgn0039413"
"2246","FBgn0061196"
"2247","FBgn0039503"
"2248","FBgn0039504"
"2249","FBgn0039595"
"2250","FBgn0266429"
"2251","FBgn0039744"
"2252","FBgn0085346"
"2253","FBgn0039768"
"2254","FBgn0039769"
"2255","FBgn0039879"
"2256","FBgn0083979"
"2257","FBgn0040092"
"2258","FBgn0040093"
"2259","FBgn0040232"
"2260","FBgn0040233"
"2261","FBgn0040322"
"2262","FBgn0040323"
"2263","FBgn0040649"
"2264","FBgn0085229"
"2265","FBgn0040719"
"2266","FBgn0085274"
"2267","FBgn0040842"
"2268","FBgn0040843"
"2269","FBgn0041224"
"2270","FBgn0041225"
"2271","FBgn0041233"
"2272","FBgn0041234"
"2273","FBgn0041238"
"2274","FBgn0041239"
"2275","FBgn0041240"
"2276","FBgn0041241"
"2277","FBgn0043534"
"2278","FBgn0043535"
"2279","FBgn0043536"
"2280","FBgn0050145"
"2281","FBgn0043577"
"2282","FBgn0043578"
"2283","FBgn0044049"
"2284","FBgn0044051"
"2285","FBgn0045482"
"2286","FBgn0045483"
"2287","FBgn0045827"
"2288","FBgn0264364"
"2289","FBgn0050026"
"2290","FBgn0054054"
"2291","FBgn0050058"
"2292","FBgn0085341"
"2293","FBgn0050195"
"2294","FBgn0050196"
"2295","FBgn0050472"
"2296","FBgn0085217"
"2297","FBgn0051007"
"2298","FBgn0051008"
"2299","FBgn0051131"
"2300","FBgn0051253"
"2301","FBgn0051161"
"2302","FBgn0267592"
"2303","FBgn0051418"
"2304","FBgn0051419"
"2305","FBgn0051627"
"2306","FBgn0286979"
"2307","FBgn0051740"
"2308","FBgn0085204"
"2309","FBgn0051820"
"2310","FBgn0085196"
"2311","FBgn0051862"
"2312","FBgn0262900"
"2313","FBgn0051909"
"2314","FBgn0264344"
"2315","FBgn0051974"
"2316","FBgn0051975"
"2317","FBgn0052188"
"2318","FBgn0052189"
"2319","FBgn0052298"
"2320","FBgn0052299"
"2321","FBgn0053179"
"2322","FBgn0265607"
"2323","FBgn0053189"
"2324","FBgn0053191"
"2325","FBgn0053516"
"2326","FBgn0261871"
"2327","FBgn0053630"
"2328","FBgn0053631"
"2329","FBgn0054012"
"2330","FBgn0054021"
"2331","FBgn0058439"
"2332","FBgn0284080"
"2333","FBgn0061435"
"2334","FBgn0085263"
"2335","FBgn0085223"
"2336","FBgn0085322"
"2337","FBgn0085230"
"2338","FBgn0085231"
"2339","FBgn0085256"
"2340","FBgn0262572"
"2341","FBgn0085288"
"2342","FBgn0259702"
"2343","FBgn0085296"
"2344","FBgn0085297"
"2345","FBgn0085302"
"2346","FBgn0260770"
"2347","FBgn0085307"
"2348","FBgn0264832"
"2349","FBgn0085330"
"2350","FBgn0259917"
"2351","FBgn0085352"
"2352","FBgn0266710"
"2353","FBgn0085353"
"2354","FBgn0263748"
"2355","FBgn0259201"
"2356","FBgn0260228"
"2357","FBgn0259708"
"2358","FBgn0259709"
"2359","FBgn0259710"
"2360","FBgn0259711"
"2361","FBgn0259960"
"2362","FBgn0259961"
"2363","FBgn0259963"
"2364","FBgn0265349"
"2365","FBgn0259970"
"2366","FBgn0259971"
"2367","FBgn0260243"
"2368","FBgn0263490"
"2369","FBgn0260453"
"2370","FBgn0260454"
"2371","FBgn0260763"
"2372","FBgn0260764"
"2373","FBgn0261506"
"2374","FBgn0261507"
"2375","FBgn0261686"
"2376","FBgn0263271"
"2377","FBgn0261839"
"2378","FBgn0261840"
"2379","FBgn0261925"
"2380","FBgn0265668"
"2381","FBgn0262575"
"2382","FBgn0262610"
"2383","FBgn0263035"
"2384","FBgn0263036"
"2385","FBgn0263086"
"2386","FBgn0263094"
"2387","FBgn0263110"
"2388","FBgn0265988"
"2389","FBgn0263247"
"2390","FBgn0263248"
"2391","FBgn0263741"
"2392","FBgn0263760"
"2393","FBgn0264295"
"2394","FBgn0264296"
"2395","FBgn0264544"
"2396","FBgn0264545"
"2397","FBgn0264989"
"2398","FBgn0264990"
"2399","FBgn0265577"
"2400","FBgn0266405"
"2401","FBgn0266442"
"2402","FBgn0266443"
"2403","FBgn0000022"
"2404","FBgn0000071"
"2405","FBgn0000075"
"2406","FBgn0000084"
"2407","FBgn0000094"
"2408","FBgn0000137"
"2409","FBgn0000158"
"2410","FBgn0000166"
"2411","FBgn0000246"
"2412","FBgn0000286"
"2413","FBgn0000287"
"2414","FBgn0000355"
"2415","FBgn0000356"
"2416","FBgn0000357"
"2417","FBgn0000358"
"2418","FBgn0000359"
"2419","FBgn0000360"
"2420","FBgn0000392"
"2421","FBgn0000412"
"2422","FBgn0000427"
"2423","FBgn0000520"
"2424","FBgn0000552"
"2425","FBgn0000560"
"2426","FBgn0000711"
"2427","FBgn0000715"
"2428","FBgn0000719"
"2429","FBgn0000810"
"2430","FBgn0001090"
"2431","FBgn0001120"
"2432","FBgn0001137"
"2433","FBgn0001142"
"2434","FBgn0001148"
"2435","FBgn0001150"
"2436","FBgn0001170"
"2437","FBgn0001223"
"2438","FBgn0001229"
"2439","FBgn0001254"
"2440","FBgn0001320"
"2441","FBgn0002440"
"2442","FBgn0002592"
"2443","FBgn0002632"
"2444","FBgn0002645"
"2445","FBgn0002709"
"2446","FBgn0002715"
"2447","FBgn0002780"
"2448","FBgn0002842"
"2449","FBgn0002855"
"2450","FBgn0002856"
"2451","FBgn0002862"
"2452","FBgn0002863"
"2453","FBgn0002868"
"2454","FBgn0002901"
"2455","FBgn0002909"
"2456","FBgn0002985"
"2457","FBgn0003009"
"2458","FBgn0003015"
"2459","FBgn0003057"
"2460","FBgn0003060"
"2461","FBgn0003076"
"2462","FBgn0003086"
"2463","FBgn0003087"
"2464","FBgn0003114"
"2465","FBgn0003140"
"2466","FBgn0003145"
"2467","FBgn0003254"
"2468","FBgn0003302"
"2469","FBgn0003313"
"2470","FBgn0003372"
"2471","FBgn0003374"
"2472","FBgn0003411"
"2473","FBgn0003507"
"2474","FBgn0003567"
"2475","FBgn0003655"
"2476","FBgn0003660"
"2477","FBgn0003701"
"2478","FBgn0003741"
"2479","FBgn0003865"
"2480","FBgn0003882"
"2481","FBgn0003900"
"2482","FBgn0003942"
"2483","FBgn0003961"
"2484","FBgn0003997"
"2485","FBgn0004050"
"2486","FBgn0004052"
"2487","FBgn0004053"
"2488","FBgn0004107"
"2489","FBgn0004110"
"2490","FBgn0004143"
"2491","FBgn0004172"
"2492","FBgn0004173"
"2493","FBgn0004174"
"2494","FBgn0004175"
"2495","FBgn0004181"
"2496","FBgn0004228"
"2497","FBgn0004372"
"2498","FBgn0004389"
"2499","FBgn0004407"
"2500","FBgn0004414"
"2501","FBgn0004432"
"2502","FBgn0004554"
"2503","FBgn0004581"
"2504","FBgn0004592"
"2505","FBgn0004652"
"2506","FBgn0004777"
"2507","FBgn0004779"
"2508","FBgn0004781"
"2509","FBgn0004892"
"2510","FBgn0004898"
"2511","FBgn0005617"
"2512","FBgn0005624"
"2513","FBgn0005664"
"2514","FBgn0005779"
"2515","FBgn0008646"
"2516","FBgn0010194"
"2517","FBgn0010263"
"2518","FBgn0010295"
"2519","FBgn0010296"
"2520","FBgn0010303"
"2521","FBgn0010316"
"2522","FBgn0010323"
"2523","FBgn0010329"
"2524","FBgn0010342"
"2525","FBgn0010382"
"2526","FBgn0010387"
"2527","FBgn0010388"
"2528","FBgn0010401"
"2529","FBgn0010424"
"2530","FBgn0010431"
"2531","FBgn0010622"
"2532","FBgn0010768"
"2533","FBgn0010830"
"2534","FBgn0010877"
"2535","FBgn0011239"
"2536","FBgn0011270"
"2537","FBgn0011273"
"2538","FBgn0011282"
"2539","FBgn0011293"
"2540","FBgn0011294"
"2541","FBgn0011559"
"2542","FBgn0011581"
"2543","FBgn0011668"
"2544","FBgn0011669"
"2545","FBgn0011670"
"2546","FBgn0011694"
"2547","FBgn0011706"
"2548","FBgn0011722"
"2549","FBgn0011746"
"2550","FBgn0011761"
"2551","FBgn0011774"
"2552","FBgn0013263"
"2553","FBgn0013269"
"2554","FBgn0013467"
"2555","FBgn0013672"
"2556","FBgn0013673"
"2557","FBgn0013674"
"2558","FBgn0013675"
"2559","FBgn0013676"
"2560","FBgn0013678"
"2561","FBgn0013679"
"2562","FBgn0013680"
"2563","FBgn0013681"
"2564","FBgn0013683"
"2565","FBgn0013684"
"2566","FBgn0013685"
"2567","FBgn0013725"
"2568","FBgn0013732"
"2569","FBgn0013749"
"2570","FBgn0013755"
"2571","FBgn0013767"
"2572","FBgn0013949"
"2573","FBgn0014000"
"2574","FBgn0014011"
"2575","FBgn0014019"
"2576","FBgn0014022"
"2577","FBgn0014024"
"2578","FBgn0014465"
"2579","FBgn0014466"
"2580","FBgn0014865"
"2581","FBgn0015008"
"2582","FBgn0015229"
"2583","FBgn0015270"
"2584","FBgn0015519"
"2585","FBgn0015550"
"2586","FBgn0015585"
"2587","FBgn0015591"
"2588","FBgn0015664"
"2589","FBgn0015790"
"2590","FBgn0015946"
"2591","FBgn0016031"
"2592","FBgn0016036"
"2593","FBgn0016075"
"2594","FBgn0016701"
"2595","FBgn0016726"
"2596","FBgn0016970"
"2597","FBgn0017456"
"2598","FBgn0017551"
"2599","FBgn0017556"
"2600","FBgn0020280"
"2601","FBgn0020300"
"2602","FBgn0020371"
"2603","FBgn0020399"
"2604","FBgn0020412"
"2605","FBgn0020645"
"2606","FBgn0020765"
"2607","FBgn0021738"
"2608","FBgn0022349"
"2609","FBgn0022893"
"2610","FBgn0022987"
"2611","FBgn0023130"
"2612","FBgn0023178"
"2613","FBgn0023415"
"2614","FBgn0024184"
"2615","FBgn0024362"
"2616","FBgn0024943"
"2617","FBgn0024975"
"2618","FBgn0024984"
"2619","FBgn0024997"
"2620","FBgn0025111"
"2621","FBgn0025115"
"2622","FBgn0025334"
"2623","FBgn0025355"
"2624","FBgn0025390"
"2625","FBgn0025573"
"2626","FBgn0025578"
"2627","FBgn0025612"
"2628","FBgn0025616"
"2629","FBgn0025627"
"2630","FBgn0025632"
"2631","FBgn0025643"
"2632","FBgn0025644"
"2633","FBgn0025645"
"2634","FBgn0025679"
"2635","FBgn0025680"
"2636","FBgn0025686"
"2637","FBgn0025693"
"2638","FBgn0025702"
"2639","FBgn0025739"
"2640","FBgn0025838"
"2641","FBgn0026085"
"2642","FBgn0026136"
"2643","FBgn0026148"
"2644","FBgn0026176"
"2645","FBgn0026257"
"2646","FBgn0026262"
"2647","FBgn0026263"
"2648","FBgn0026320"
"2649","FBgn0026324"
"2650","FBgn0026388"
"2651","FBgn0026427"
"2652","FBgn0026563"
"2653","FBgn0026577"
"2654","FBgn0026592"
"2655","FBgn0026737"
"2656","FBgn0026872"
"2657","FBgn0026878"
"2658","FBgn0027109"
"2659","FBgn0027259"
"2660","FBgn0027376"
"2661","FBgn0027494"
"2662","FBgn0027495"
"2663","FBgn0027504"
"2664","FBgn0027506"
"2665","FBgn0027513"
"2666","FBgn0027521"
"2667","FBgn0027528"
"2668","FBgn0027544"
"2669","FBgn0027585"
"2670","FBgn0027790"
"2671","FBgn0027932"
"2672","FBgn0027949"
"2673","FBgn0028372"
"2674","FBgn0028374"
"2675","FBgn0028377"
"2676","FBgn0028379"
"2677","FBgn0028380"
"2678","FBgn0028381"
"2679","FBgn0028412"
"2680","FBgn0028418"
"2681","FBgn0028430"
"2682","FBgn0028504"
"2683","FBgn0028506"
"2684","FBgn0028523"
"2685","FBgn0028525"
"2686","FBgn0028530"
"2687","FBgn0028554"
"2688","FBgn0028569"
"2689","FBgn0028570"
"2690","FBgn0028581"
"2691","FBgn0028583"
"2692","FBgn0028663"
"2693","FBgn0028664"
"2694","FBgn0028667"
"2695","FBgn0028668"
"2696","FBgn0028708"
"2697","FBgn0028738"
"2698","FBgn0028740"
"2699","FBgn0028844"
"2700","FBgn0028847"
"2701","FBgn0028850"
"2702","FBgn0028853"
"2703","FBgn0028871"
"2704","FBgn0028872"
"2705","FBgn0028878"
"2706","FBgn0028880"
"2707","FBgn0028884"
"2708","FBgn0028899"
"2709","FBgn0028900"
"2710","FBgn0028913"
"2711","FBgn0028938"
"2712","FBgn0028941"
"2713","FBgn0028942"
"2714","FBgn0028943"
"2715","FBgn0028955"
"2716","FBgn0028965"
"2717","FBgn0028980"
"2718","FBgn0029002"
"2719","FBgn0029003"
"2720","FBgn0029501"
"2721","FBgn0029518"
"2722","FBgn0029531"
"2723","FBgn0029532"
"2724","FBgn0029535"
"2725","FBgn0029539"
"2726","FBgn0029552"
"2727","FBgn0029568"
"2728","FBgn0029587"
"2729","FBgn0029596"
"2730","FBgn0029603"
"2731","FBgn0029606"
"2732","FBgn0029639"
"2733","FBgn0029643"
"2734","FBgn0029644"
"2735","FBgn0029645"
"2736","FBgn0029646"
"2737","FBgn0029647"
"2738","FBgn0029649"
"2739","FBgn0029665"
"2740","FBgn0029666"
"2741","FBgn0029669"
"2742","FBgn0029696"
"2743","FBgn0029697"
"2744","FBgn0029700"
"2745","FBgn0029706"
"2746","FBgn0029707"
"2747","FBgn0029712"
"2748","FBgn0029716"
"2749","FBgn0029725"
"2750","FBgn0029726"
"2751","FBgn0029728"
"2752","FBgn0029740"
"2753","FBgn0029746"
"2754","FBgn0029750"
"2755","FBgn0029751"
"2756","FBgn0029752"
"2757","FBgn0029753"
"2758","FBgn0029754"
"2759","FBgn0029766"
"2760","FBgn0029770"
"2761","FBgn0029771"
"2762","FBgn0029799"
"2763","FBgn0029801"
"2764","FBgn0029810"
"2765","FBgn0029817"
"2766","FBgn0029822"
"2767","FBgn0029824"
"2768","FBgn0029854"
"2769","FBgn0029857"
"2770","FBgn0029859"
"2771","FBgn0029860"
"2772","FBgn0029874"
"2773","FBgn0029877"
"2774","FBgn0029893"
"2775","FBgn0029894"
"2776","FBgn0029895"
"2777","FBgn0029913"
"2778","FBgn0029928"
"2779","FBgn0029931"
"2780","FBgn0029940"
"2781","FBgn0029946"
"2782","FBgn0029947"
"2783","FBgn0029951"
"2784","FBgn0029952"
"2785","FBgn0029957"
"2786","FBgn0029964"
"2787","FBgn0029979"
"2788","FBgn0029987"
"2789","FBgn0029990"
"2790","FBgn0029994"
"2791","FBgn0030003"
"2792","FBgn0030006"
"2793","FBgn0030013"
"2794","FBgn0030014"
"2795","FBgn0030025"
"2796","FBgn0030028"
"2797","FBgn0030030"
"2798","FBgn0030033"
"2799","FBgn0030104"
"2800","FBgn0030107"
"2801","FBgn0030108"
"2802","FBgn0030137"
"2803","FBgn0030157"
"2804","FBgn0030159"
"2805","FBgn0030162"
"2806","FBgn0030167"
"2807","FBgn0030186"
"2808","FBgn0030187"
"2809","FBgn0030191"
"2810","FBgn0030195"
"2811","FBgn0030202"
"2812","FBgn0030217"
"2813","FBgn0030237"
"2814","FBgn0030243"
"2815","FBgn0030244"
"2816","FBgn0030261"
"2817","FBgn0030262"
"2818","FBgn0030272"
"2819","FBgn0030274"
"2820","FBgn0030283"
"2821","FBgn0030290"
"2822","FBgn0030293"
"2823","FBgn0030296"
"2824","FBgn0030297"
"2825","FBgn0030301"
"2826","FBgn0030307"
"2827","FBgn0030313"
"2828","FBgn0030319"
"2829","FBgn0030331"
"2830","FBgn0030338"
"2831","FBgn0030340"
"2832","FBgn0030373"
"2833","FBgn0030375"
"2834","FBgn0030376"
"2835","FBgn0030386"
"2836","FBgn0030389"
"2837","FBgn0030390"
"2838","FBgn0030394"
"2839","FBgn0030398"
"2840","FBgn0030409"
"2841","FBgn0030410"
"2842","FBgn0030429"
"2843","FBgn0030440"
"2844","FBgn0030441"
"2845","FBgn0030459"
"2846","FBgn0030462"
"2847","FBgn0030477"
"2848","FBgn0030479"
"2849","FBgn0030481"
"2850","FBgn0030484"
"2851","FBgn0030509"
"2852","FBgn0030519"
"2853","FBgn0030536"
"2854","FBgn0030537"
"2855","FBgn0030540"
"2856","FBgn0030541"
"2857","FBgn0030542"
"2858","FBgn0030543"
"2859","FBgn0030544"
"2860","FBgn0030551"
"2861","FBgn0030569"
"2862","FBgn0030583"
"2863","FBgn0030595"
"2864","FBgn0030608"
"2865","FBgn0030614"
"2866","FBgn0030622"
"2867","FBgn0030624"
"2868","FBgn0030628"
"2869","FBgn0030642"
"2870","FBgn0030643"
"2871","FBgn0030647"
"2872","FBgn0030659"
"2873","FBgn0030667"
"2874","FBgn0030671"
"2875","FBgn0030675"
"2876","FBgn0030679"
"2877","FBgn0030688"
"2878","FBgn0030697"
"2879","FBgn0030710"
"2880","FBgn0030729"
"2881","FBgn0030744"
"2882","FBgn0030759"
"2883","FBgn0030769"
"2884","FBgn0030770"
"2885","FBgn0030780"
"2886","FBgn0030787"
"2887","FBgn0030794"
"2888","FBgn0030796"
"2889","FBgn0030797"
"2890","FBgn0030807"
"2891","FBgn0030813"
"2892","FBgn0030814"
"2893","FBgn0030824"
"2894","FBgn0030826"
"2895","FBgn0030829"
"2896","FBgn0030830"
"2897","FBgn0030832"
"2898","FBgn0030841"
"2899","FBgn0030846"
"2900","FBgn0030854"
"2901","FBgn0030868"
"2902","FBgn0030874"
"2903","FBgn0030886"
"2904","FBgn0030897"
"2905","FBgn0030898"
"2906","FBgn0030899"
"2907","FBgn0030900"
"2908","FBgn0030905"
"2909","FBgn0030912"
"2910","FBgn0030914"
"2911","FBgn0030921"
"2912","FBgn0030927"
"2913","FBgn0030931"
"2914","FBgn0030936"
"2915","FBgn0030938"
"2916","FBgn0030940"
"2917","FBgn0030946"
"2918","FBgn0030949"
"2919","FBgn0030951"
"2920","FBgn0030955"
"2921","FBgn0030963"
"2922","FBgn0030970"
"2923","FBgn0030979"
"2924","FBgn0030980"
"2925","FBgn0030981"
"2926","FBgn0030983"
"2927","FBgn0030985"
"2928","FBgn0030996"
"2929","FBgn0030999"
"2930","FBgn0031000"
"2931","FBgn0031004"
"2932","FBgn0031008"
"2933","FBgn0031022"
"2934","FBgn0031026"
"2935","FBgn0031031"
"2936","FBgn0031041"
"2937","FBgn0031080"
"2938","FBgn0031085"
"2939","FBgn0031086"
"2940","FBgn0031088"
"2941","FBgn0031101"
"2942","FBgn0031104"
"2943","FBgn0031108"
"2944","FBgn0031110"
"2945","FBgn0031127"
"2946","FBgn0031128"
"2947","FBgn0031129"
"2948","FBgn0031130"
"2949","FBgn0031132"
"2950","FBgn0031134"
"2951","FBgn0031159"
"2952","FBgn0031163"
"2953","FBgn0031164"
"2954","FBgn0031168"
"2955","FBgn0031176"
"2956","FBgn0031178"
"2957","FBgn0031190"
"2958","FBgn0031197"
"2959","FBgn0031240"
"2960","FBgn0031253"
"2961","FBgn0031258"
"2962","FBgn0031263"
"2963","FBgn0031264"
"2964","FBgn0031270"
"2965","FBgn0031281"
"2966","FBgn0031283"
"2967","FBgn0031288"
"2968","FBgn0031289"
"2969","FBgn0031292"
"2970","FBgn0031295"
"2971","FBgn0031296"
"2972","FBgn0031302"
"2973","FBgn0031306"
"2974","FBgn0031317"
"2975","FBgn0031323"
"2976","FBgn0031331"
"2977","FBgn0031335"
"2978","FBgn0031343"
"2979","FBgn0031345"
"2980","FBgn0031347"
"2981","FBgn0031351"
"2982","FBgn0031364"
"2983","FBgn0031365"
"2984","FBgn0031367"
"2985","FBgn0031372"
"2986","FBgn0031379"
"2987","FBgn0031393"
"2988","FBgn0031398"
"2989","FBgn0031410"
"2990","FBgn0031417"
"2991","FBgn0031419"
"2992","FBgn0031420"
"2993","FBgn0031423"
"2994","FBgn0031435"
"2995","FBgn0031441"
"2996","FBgn0031453"
"2997","FBgn0031460"
"2998","FBgn0031463"
"2999","FBgn0031467"
"3000","FBgn0031478"
"3001","FBgn0031483"
"3002","FBgn0031501"
"3003","FBgn0031512"
"3004","FBgn0031516"
"3005","FBgn0031526"
"3006","FBgn0031531"
"3007","FBgn0031540"
"3008","FBgn0031542"
"3009","FBgn0031548"
"3010","FBgn0031573"
"3011","FBgn0031579"
"3012","FBgn0031580"
"3013","FBgn0031585"
"3014","FBgn0031609"
"3015","FBgn0031613"
"3016","FBgn0031617"
"3017","FBgn0031621"
"3018","FBgn0031623"
"3019","FBgn0031638"
"3020","FBgn0031650"
"3021","FBgn0031652"
"3022","FBgn0031664"
"3023","FBgn0031683"
"3024","FBgn0031697"
"3025","FBgn0031716"
"3026","FBgn0031729"
"3027","FBgn0031739"
"3028","FBgn0031740"
"3029","FBgn0031746"
"3030","FBgn0031747"
"3031","FBgn0031751"
"3032","FBgn0031753"
"3033","FBgn0031756"
"3034","FBgn0031774"
"3035","FBgn0031785"
"3036","FBgn0031786"
"3037","FBgn0031792"
"3038","FBgn0031811"
"3039","FBgn0031831"
"3040","FBgn0031837"
"3041","FBgn0031849"
"3042","FBgn0031855"
"3043","FBgn0031858"
"3044","FBgn0031861"
"3045","FBgn0031874"
"3046","FBgn0031878"
"3047","FBgn0031886"
"3048","FBgn0031888"
"3049","FBgn0031894"
"3050","FBgn0031900"
"3051","FBgn0031914"
"3052","FBgn0031920"
"3053","FBgn0031941"
"3054","FBgn0031946"
"3055","FBgn0032000"
"3056","FBgn0032004"
"3057","FBgn0032022"
"3058","FBgn0032023"
"3059","FBgn0032024"
"3060","FBgn0032025"
"3061","FBgn0032034"
"3062","FBgn0032039"
"3063","FBgn0032065"
"3064","FBgn0032072"
"3065","FBgn0032100"
"3066","FBgn0032110"
"3067","FBgn0032119"
"3068","FBgn0032122"
"3069","FBgn0032125"
"3070","FBgn0032126"
"3071","FBgn0032127"
"3072","FBgn0032131"
"3073","FBgn0032135"
"3074","FBgn0032139"
"3075","FBgn0032140"
"3076","FBgn0032166"
"3077","FBgn0032168"
"3078","FBgn0032175"
"3079","FBgn0032181"
"3080","FBgn0032184"
"3081","FBgn0032189"
"3082","FBgn0032193"
"3083","FBgn0032197"
"3084","FBgn0032198"
"3085","FBgn0032205"
"3086","FBgn0032211"
"3087","FBgn0032218"
"3088","FBgn0032233"
"3089","FBgn0032251"
"3090","FBgn0032256"
"3091","FBgn0032260"
"3092","FBgn0032268"
"3093","FBgn0032269"
"3094","FBgn0032280"
"3095","FBgn0032281"
"3096","FBgn0032282"
"3097","FBgn0032283"
"3098","FBgn0032284"
"3099","FBgn0032285"
"3100","FBgn0032286"
"3101","FBgn0032294"
"3102","FBgn0032295"
"3103","FBgn0032312"
"3104","FBgn0032313"
"3105","FBgn0032315"
"3106","FBgn0032318"
"3107","FBgn0032322"
"3108","FBgn0032331"
"3109","FBgn0032335"
"3110","FBgn0032343"
"3111","FBgn0032345"
"3112","FBgn0032354"
"3113","FBgn0032360"
"3114","FBgn0032366"
"3115","FBgn0032370"
"3116","FBgn0032371"
"3117","FBgn0032374"
"3118","FBgn0032375"
"3119","FBgn0032385"
"3120","FBgn0032387"
"3121","FBgn0032390"
"3122","FBgn0032401"
"3123","FBgn0032404"
"3124","FBgn0032406"
"3125","FBgn0032416"
"3126","FBgn0032419"
"3127","FBgn0032429"
"3128","FBgn0032439"
"3129","FBgn0032453"
"3130","FBgn0032472"
"3131","FBgn0032474"
"3132","FBgn0032483"
"3133","FBgn0032488"
"3134","FBgn0032489"
"3135","FBgn0032503"
"3136","FBgn0032519"
"3137","FBgn0032521"
"3138","FBgn0032523"
"3139","FBgn0032530"
"3140","FBgn0032533"
"3141","FBgn0032538"
"3142","FBgn0032554"
"3143","FBgn0032563"
"3144","FBgn0032577"
"3145","FBgn0032588"
"3146","FBgn0032625"
"3147","FBgn0032645"
"3148","FBgn0032656"
"3149","FBgn0032658"
"3150","FBgn0032665"
"3151","FBgn0032682"
"3152","FBgn0032705"
"3153","FBgn0032706"
"3154","FBgn0032709"
"3155","FBgn0032734"
"3156","FBgn0032740"
"3157","FBgn0032751"
"3158","FBgn0032755"
"3159","FBgn0032770"
"3160","FBgn0032771"
"3161","FBgn0032772"
"3162","FBgn0032773"
"3163","FBgn0032774"
"3164","FBgn0032780"
"3165","FBgn0032804"
"3166","FBgn0032813"
"3167","FBgn0032824"
"3168","FBgn0032835"
"3169","FBgn0032836"
"3170","FBgn0032851"
"3171","FBgn0032867"
"3172","FBgn0032869"
"3173","FBgn0032877"
"3174","FBgn0032966"
"3175","FBgn0032972"
"3176","FBgn0032974"
"3177","FBgn0033020"
"3178","FBgn0033027"
"3179","FBgn0033042"
"3180","FBgn0033056"
"3181","FBgn0033072"
"3182","FBgn0033104"
"3183","FBgn0033132"
"3184","FBgn0033140"
"3185","FBgn0033145"
"3186","FBgn0033154"
"3187","FBgn0033168"
"3188","FBgn0033195"
"3189","FBgn0033202"
"3190","FBgn0033207"
"3191","FBgn0033232"
"3192","FBgn0033249"
"3193","FBgn0033261"
"3194","FBgn0033275"
"3195","FBgn0033279"
"3196","FBgn0033280"
"3197","FBgn0033285"
"3198","FBgn0033313"
"3199","FBgn0033322"
"3200","FBgn0033330"
"3201","FBgn0033340"
"3202","FBgn0033344"
"3203","FBgn0033347"
"3204","FBgn0033356"
"3205","FBgn0033358"
"3206","FBgn0033369"
"3207","FBgn0033372"
"3208","FBgn0033374"
"3209","FBgn0033381"
"3210","FBgn0033382"
"3211","FBgn0033403"
"3212","FBgn0033408"
"3213","FBgn0033412"
"3214","FBgn0033421"
"3215","FBgn0033442"
"3216","FBgn0033446"
"3217","FBgn0033448"
"3218","FBgn0033467"
"3219","FBgn0033481"
"3220","FBgn0033497"
"3221","FBgn0033499"
"3222","FBgn0033501"
"3223","FBgn0033502"
"3224","FBgn0033504"
"3225","FBgn0033541"
"3226","FBgn0033554"
"3227","FBgn0033555"
"3228","FBgn0033580"
"3229","FBgn0033587"
"3230","FBgn0033588"
"3231","FBgn0033589"
"3232","FBgn0033590"
"3233","FBgn0033591"
"3234","FBgn0033592"
"3235","FBgn0033593"
"3236","FBgn0033594"
"3237","FBgn0033601"
"3238","FBgn0033602"
"3239","FBgn0033603"
"3240","FBgn0033616"
"3241","FBgn0033631"
"3242","FBgn0033649"
"3243","FBgn0033652"
"3244","FBgn0033667"
"3245","FBgn0033673"
"3246","FBgn0033683"
"3247","FBgn0033691"
"3248","FBgn0033693"
"3249","FBgn0033701"
"3250","FBgn0033706"
"3251","FBgn0033715"
"3252","FBgn0033721"
"3253","FBgn0033723"
"3254","FBgn0033724"
"3255","FBgn0033725"
"3256","FBgn0033726"
"3257","FBgn0033729"
"3258","FBgn0033732"
"3259","FBgn0033736"
"3260","FBgn0033740"
"3261","FBgn0033750"
"3262","FBgn0033754"
"3263","FBgn0033767"
"3264","FBgn0033770"
"3265","FBgn0033777"
"3266","FBgn0033784"
"3267","FBgn0033793"
"3268","FBgn0033798"
"3269","FBgn0033802"
"3270","FBgn0033806"
"3271","FBgn0033808"
"3272","FBgn0033817"
"3273","FBgn0033820"
"3274","FBgn0033821"
"3275","FBgn0033828"
"3276","FBgn0033834"
"3277","FBgn0033848"
"3278","FBgn0033850"
"3279","FBgn0033851"
"3280","FBgn0033855"
"3281","FBgn0033862"
"3282","FBgn0033863"
"3283","FBgn0033864"
"3284","FBgn0033866"
"3285","FBgn0033871"
"3286","FBgn0033873"
"3287","FBgn0033875"
"3288","FBgn0033888"
"3289","FBgn0033893"
"3290","FBgn0033899"
"3291","FBgn0033925"
"3292","FBgn0033950"
"3293","FBgn0033968"
"3294","FBgn0033970"
"3295","FBgn0033971"
"3296","FBgn0033972"
"3297","FBgn0033984"
"3298","FBgn0033990"
"3299","FBgn0033993"
"3300","FBgn0034008"
"3301","FBgn0034010"
"3302","FBgn0034011"
"3303","FBgn0034030"
