"","V1"
"1152","FBgn0041581"
"1153","FBgn0004588"
"1154","FBgn0004591"
"1155","FBgn0004593"
"1156","FBgn0014848"
"1157","FBgn0014850"
"1158","FBgn0004589"
"1159","FBgn0004590"
"1160","FBgn0004594"
"1161","FBgn0014849"
"1162","FBgn0014851"
"1163","FBgn0004629"
"1164","FBgn0030105"
"1165","FBgn0038243"
"1166","FBgn0051313"
"1167","FBgn0260462"
"1168","FBgn0004778"
"1169","FBgn0004780"
"1170","FBgn0004782"
"1171","FBgn0004783"
"1172","FBgn0029811"
"1173","FBgn0011335"
"1174","FBgn0036248"
"1175","FBgn0036249"
"1176","FBgn0042111"
"1177","FBgn0083952"
"1178","FBgn0016675"
"1179","FBgn0030050"
"1180","FBgn0053532"
"1181","FBgn0259958"
"1182","FBgn0262357"
"1183","FBgn0025185"
"1184","FBgn0032815"
"1185","FBgn0033185"
"1186","FBgn0033186"
"1187","FBgn0033569"
"1188","FBgn0026394"
"1189","FBgn0026396"
"1190","FBgn0030298"
"1191","FBgn0030715"
"1192","FBgn0033422"
"1193","FBgn0026602"
"1194","FBgn0036160"
"1195","FBgn0036161"
"1196","FBgn0036941"
"1197","FBgn0036942"
"1198","FBgn0027552"
"1199","FBgn0033101"
"1200","FBgn0035476"
"1201","FBgn0036290"
"1202","FBgn0058064"
"1203","FBgn0028532"
"1204","FBgn0028533"
"1205","FBgn0028534"
"1206","FBgn0028920"
"1207","FBgn0053306"
"1208","FBgn0028896"
"1209","FBgn0035479"
"1210","FBgn0036421"
"1211","FBgn0051807"
"1212","FBgn0053552"
"1213","FBgn0029724"
"1214","FBgn0029729"
"1215","FBgn0029730"
"1216","FBgn0031139"
"1217","FBgn0033461"
"1218","FBgn0030525"
"1219","FBgn0032372"
"1220","FBgn0035679"
"1221","FBgn0043783"
"1222","FBgn0052445"
"1223","FBgn0030538"
"1224","FBgn0030563"
"1225","FBgn0030566"
"1226","FBgn0052598"
"1227","FBgn0052601"
"1228","FBgn0030815"
"1229","FBgn0032143"
"1230","FBgn0032144"
"1231","FBgn0033241"
"1232","FBgn0039073"
"1233","FBgn0032364"
"1234","FBgn0033818"
"1235","FBgn0033819"
"1236","FBgn0051231"
"1237","FBgn0051784"
"1238","FBgn0032422"
"1239","FBgn0032897"
"1240","FBgn0032899"
"1241","FBgn0032900"
"1242","FBgn0051675"
"1243","FBgn0033323"
"1244","FBgn0033324"
"1245","FBgn0033326"
"1246","FBgn0033599"
"1247","FBgn0034156"
"1248","FBgn0033479"
"1249","FBgn0037915"
"1250","FBgn0037916"
"1251","FBgn0039010"
"1252","FBgn0039518"
"1253","FBgn0033515"
"1254","FBgn0050125"
"1255","FBgn0051164"
"1256","FBgn0051423"
"1257","FBgn0051424"
"1258","FBgn0033788"
"1259","FBgn0033789"
"1260","FBgn0050413"
"1261","FBgn0051789"
"1262","FBgn0054026"
"1263","FBgn0034139"
"1264","FBgn0034796"
"1265","FBgn0039628"
"1266","FBgn0039629"
"1267","FBgn0039630"
"1268","FBgn0035034"
"1269","FBgn0037460"
"1270","FBgn0037461"
"1271","FBgn0037462"
"1272","FBgn0038089"
"1273","FBgn0036089"
"1274","FBgn0085267"
"1275","FBgn0260643"
"1276","FBgn0260644"
"1277","FBgn0262592"
"1278","FBgn0036203"
"1279","FBgn0036228"
"1280","FBgn0036361"
"1281","FBgn0036362"
"1282","FBgn0036363"
"1283","FBgn0037122"
"1284","FBgn0037123"
"1285","FBgn0037124"
"1286","FBgn0037131"
"1287","FBgn0085228"
"1288","FBgn0041229"
"1289","FBgn0045468"
"1290","FBgn0045469"
"1291","FBgn0045470"
"1292","FBgn0045471"
"1293","FBgn0053269"
"1294","FBgn0053270"
"1295","FBgn0053271"
"1296","FBgn0053272"
"1297","FBgn0053500"
"1298","FBgn0085259"
"1299","FBgn0085329"
"1300","FBgn0260436"
"1301","FBgn0262812"
"1302","FBgn0262827"
"1303","FBgn0259949"
"1304","FBgn0259950"
"1305","FBgn0259956"
"1306","FBgn0259957"
"1307","FBgn0262621"
"1308","FBgn0259951"
"1309","FBgn0259952"
"1310","FBgn0259953"
"1311","FBgn0259955"
"1312","FBgn0261054"
"1313","FBgn0261841"
"1314","FBgn0266171"
"1315","FBgn0266176"
"1316","FBgn0266177"
"1317","FBgn0267648"
"1318","FBgn0000276"
"1319","FBgn0000277"
"1320","FBgn0000278"
"1321","FBgn0000279"
"1322","FBgn0001114"
"1323","FBgn0032057"
"1324","FBgn0032058"
"1325","FBgn0037090"
"1326","FBgn0001206"
"1327","FBgn0035721"
"1328","FBgn0035902"
"1329","FBgn0040465"
"1330","FBgn0001224"
"1331","FBgn0001225"
"1332","FBgn0001226"
"1333","FBgn0001227"
"1334","FBgn0001990"
"1335","FBgn0032763"
"1336","FBgn0032814"
"1337","FBgn0037794"
"1338","FBgn0002531"
"1339","FBgn0002533"
"1340","FBgn0002534"
"1341","FBgn0002535"
"1342","FBgn0003231"
"1343","FBgn0040355"
"1344","FBgn0051835"
"1345","FBgn0260953"
"1346","FBgn0004362"
"1347","FBgn0010228"
"1348","FBgn0038978"
"1349","FBgn0038979"
"1350","FBgn0011280"
"1351","FBgn0011283"
"1352","FBgn0031111"
"1353","FBgn0046880"
"1354","FBgn0014903"
"1355","FBgn0030575"
"1356","FBgn0033830"
"1357","FBgn0038795"
"1358","FBgn0015770"
"1359","FBgn0026760"
"1360","FBgn0032095"
"1361","FBgn0262473"
"1362","FBgn0020509"
"1363","FBgn0034154"
"1364","FBgn0036495"
"1365","FBgn0085218"
"1366","FBgn0020643"
"1367","FBgn0020644"
"1368","FBgn0042118"
"1369","FBgn0086900"
"1370","FBgn0022700"
"1371","FBgn0034580"
"1372","FBgn0034582"
"1373","FBgn0050293"
"1374","FBgn0025620"
"1375","FBgn0030895"
"1376","FBgn0031800"
"1377","FBgn0031801"
"1378","FBgn0026385"
"1379","FBgn0041623"
"1380","FBgn0041624"
"1381","FBgn0041625"
"1382","FBgn0027563"
"1383","FBgn0038211"
"1384","FBgn0051326"
"1385","FBgn0053329"
"1386","FBgn0027929"
"1387","FBgn0028542"
"1388","FBgn0028936"
"1389","FBgn0035084"
"1390","FBgn0028490"
"1391","FBgn0040382"
"1392","FBgn0051706"
"1393","FBgn0262683"
"1394","FBgn0028537"
"1395","FBgn0028855"
"1396","FBgn0040984"
"1397","FBgn0260954"
"1398","FBgn0029658"
"1399","FBgn0029659"
"1400","FBgn0031103"
"1401","FBgn0031954"
"1402","FBgn0029701"
"1403","FBgn0029702"
"1404","FBgn0040904"
"1405","FBgn0040905"
"1406","FBgn0029809"
"1407","FBgn0035007"
"1408","FBgn0046793"
"1409","FBgn0050350"
"1410","FBgn0029848"
"1411","FBgn0040069"
"1412","FBgn0052750"
"1413","FBgn0052751"
"1414","FBgn0030326"
"1415","FBgn0085206"
"1416","FBgn0085207"
"1417","FBgn0085244"
"1418","FBgn0030992"
"1419","FBgn0030993"
"1420","FBgn0037986"
"1421","FBgn0051358"
"1422","FBgn0031324"
"1423","FBgn0037514"
"1424","FBgn0037516"
"1425","FBgn0261502"
"1426","FBgn0031701"
"1427","FBgn0044810"
"1428","FBgn0044811"
"1429","FBgn0053117"
"1430","FBgn0031718"
"1431","FBgn0032490"
"1432","FBgn0032491"
"1433","FBgn0032493"
"1434","FBgn0032094"
"1435","FBgn0040362"
"1436","FBgn0085210"
"1437","FBgn0260969"
"1438","FBgn0032693"
"1439","FBgn0034756"
"1440","FBgn0038194"
"1441","FBgn0039006"
"1442","FBgn0033149"
"1443","FBgn0050384"
"1444","FBgn0050385"
"1445","FBgn0053140"
"1446","FBgn0033353"
"1447","FBgn0050285"
"1448","FBgn0053470"
"1449","FBgn0283462"
"1450","FBgn0033490"
"1451","FBgn0039592"
"1452","FBgn0039593"
"1453","FBgn0053346"
"1454","FBgn0033508"
"1455","FBgn0034768"
"1456","FBgn0034769"
"1457","FBgn0038859"
"1458","FBgn0033516"
"1459","FBgn0053475"
"1460","FBgn0053476"
"1461","FBgn0053477"
"1462","FBgn0033572"
"1463","FBgn0035300"
"1464","FBgn0052079"
"1465","FBgn0052081"
"1466","FBgn0033584"
"1467","FBgn0035943"
"1468","FBgn0036749"
"1469","FBgn0036750"
"1470","FBgn0033814"
"1471","FBgn0038918"
"1472","FBgn0038919"
"1473","FBgn0051413"
"1474","FBgn0034201"
"1475","FBgn0034204"
"1476","FBgn0050457"
"1477","FBgn0050458"
"1478","FBgn0034283"
"1479","FBgn0034284"
"1480","FBgn0053644"
"1481","FBgn0053647"
"1482","FBgn0034828"
"1483","FBgn0038148"
"1484","FBgn0040553"
"1485","FBgn0266439"
"1486","FBgn0035153"
"1487","FBgn0035157"
"1488","FBgn0035158"
"1489","FBgn0037076"
"1490","FBgn0035154"
"1491","FBgn0051821"
"1492","FBgn0051823"
"1493","FBgn0052483"
"1494","FBgn0035412"
"1495","FBgn0052284"
"1496","FBgn0260026"
"1497","FBgn0260430"
"1498","FBgn0035742"
"1499","FBgn0035743"
"1500","FBgn0035926"
"1501","FBgn0250836"
"1502","FBgn0035855"
"1503","FBgn0035857"
"1504","FBgn0038102"
"1505","FBgn0051551"
"1506","FBgn0036757"
"1507","FBgn0051718"
"1508","FBgn0261401"
"1509","FBgn0261402"
"1510","FBgn0037150"
"1511","FBgn0037151"
"1512","FBgn0052640"
"1513","FBgn0052641"
"1514","FBgn0037857"
"1515","FBgn0051679"
"1516","FBgn0051682"
"1517","FBgn0052463"
"1518","FBgn0037920"
"1519","FBgn0038766"
"1520","FBgn0038767"
"1521","FBgn0038768"
"1522","FBgn0038001"
"1523","FBgn0038002"
"1524","FBgn0038003"
"1525","FBgn0038014"
"1526","FBgn0038348"
"1527","FBgn0038349"
"1528","FBgn0038350"
"1529","FBgn0267408"
"1530","FBgn0038353"
"1531","FBgn0051446"
"1532","FBgn0264775"
"1533","FBgn0264776"
"1534","FBgn0038700"
"1535","FBgn0038701"
"1536","FBgn0038702"
"1537","FBgn0038705"
"1538","FBgn0038750"
"1539","FBgn0038752"
"1540","FBgn0038753"
"1541","FBgn0264907"
"1542","FBgn0038993"
"1543","FBgn0050391"
"1544","FBgn0050393"
"1545","FBgn0051910"
"1546","FBgn0039194"
"1547","FBgn0039199"
"1548","FBgn0053339"
"1549","FBgn0053341"
"1550","FBgn0039520"
"1551","FBgn0046885"
"1552","FBgn0046886"
"1553","FBgn0046887"
"1554","FBgn0039597"
"1555","FBgn0039598"
"1556","FBgn0039599"
"1557","FBgn0085324"
"1558","FBgn0041231"
"1559","FBgn0041246"
"1560","FBgn0041248"
"1561","FBgn0264556"
"1562","FBgn0052192"
"1563","FBgn0259739"
"1564","FBgn0263250"
"1565","FBgn0265046"
"1566","FBgn0053137"
"1567","FBgn0053467"
"1568","FBgn0053792"
"1569","FBgn0053919"
"1570","FBgn0053322"
"1571","FBgn0086681"
"1572","FBgn0261349"
"1573","FBgn0263078"
"1574","FBgn0085240"
"1575","FBgn0085241"
"1576","FBgn0264991"
"1577","FBgn0266455"
"1578","FBgn0261060"
"1579","FBgn0262143"
"1580","FBgn0262363"
"1581","FBgn0263596"
"1582","FBgn0000078"
"1583","FBgn0000079"
"1584","FBgn0020506"
"1585","FBgn0000216"
"1586","FBgn0040487"
"1587","FBgn0040809"
"1588","FBgn0000928"
"1589","FBgn0037205"
"1590","FBgn0051755"
"1591","FBgn0001967"
"1592","FBgn0028939"
"1593","FBgn0260011"
"1594","FBgn0002578"
"1595","FBgn0259965"
"1596","FBgn0262999"
"1597","FBgn0003373"
"1598","FBgn0003377"
"1599","FBgn0003378"
"1600","FBgn0003375"
"1601","FBgn0038523"
"1602","FBgn0262005"
"1603","FBgn0003683"
"1604","FBgn0036791"
"1605","FBgn0036810"
"1606","FBgn0004400"
"1607","FBgn0030994"
"1608","FBgn0034255"
"1609","FBgn0010053"
"1610","FBgn0034405"
"1611","FBgn0034406"
"1612","FBgn0010105"
"1613","FBgn0041160"
"1614","FBgn0259236"
"1615","FBgn0014368"
"1616","FBgn0036138"
"1617","FBgn0052074"
"1618","FBgn0015584"
"1619","FBgn0034152"
"1620","FBgn0034153"
"1621","FBgn0015831"
"1622","FBgn0053113"
"1623","FBgn0262100"
"1624","FBgn0020258"
"1625","FBgn0022981"
"1626","FBgn0035785"
"1627","FBgn0024177"
"1628","FBgn0027107"
"1629","FBgn0030989"
"1630","FBgn0026174"
"1631","FBgn0026175"
"1632","FBgn0031074"
"1633","FBgn0026389"
"1634","FBgn0028963"
"1635","FBgn0032096"
"1636","FBgn0027586"
"1637","FBgn0032494"
"1638","FBgn0032495"
"1639","FBgn0028396"
"1640","FBgn0038838"
"1641","FBgn0044812"
"1642","FBgn0028647"
"1643","FBgn0037931"
"1644","FBgn0039329"
"1645","FBgn0029522"
"1646","FBgn0029524"
"1647","FBgn0052817"
"1648","FBgn0029686"
"1649","FBgn0052783"
"1650","FBgn0052786"
"1651","FBgn0029705"
"1652","FBgn0032636"
"1653","FBgn0032637"
"1654","FBgn0029733"
"1655","FBgn0036727"
"1656","FBgn0039840"
"1657","FBgn0030012"
"1658","FBgn0033934"
"1659","FBgn0035997"
"1660","FBgn0030277"
"1661","FBgn0030278"
"1662","FBgn0030280"
"1663","FBgn0030418"
"1664","FBgn0030673"
"1665","FBgn0050403"
"1666","FBgn0030483"
"1667","FBgn0052713"
"1668","FBgn0053223"
"1669","FBgn0030493"
"1670","FBgn0030494"
"1671","FBgn0030495"
"1672","FBgn0030501"
"1673","FBgn0032654"
"1674","FBgn0033680"
"1675","FBgn0030665"
"1676","FBgn0030666"
"1677","FBgn0040385"
"1678","FBgn0030740"
"1679","FBgn0040364"
"1680","FBgn0040398"
"1681","FBgn0030836"
"1682","FBgn0030837"
"1683","FBgn0039342"
"1684","FBgn0030859"
"1685","FBgn0035557"
"1686","FBgn0050471"
"1687","FBgn0031201"
"1688","FBgn0032262"
"1689","FBgn0083945"
"1690","FBgn0031219"
"1691","FBgn0037405"
"1692","FBgn0264899"
"1693","FBgn0031248"
"1694","FBgn0031249"
"1695","FBgn0053127"
"1696","FBgn0031276"
"1697","FBgn0031277"
"1698","FBgn0040725"
"1699","FBgn0031440"
"1700","FBgn0032448"
"1701","FBgn0260986"
"1702","FBgn0032590"
"1703","FBgn0032965"
"1704","FBgn0051815"
"1705","FBgn0032663"
"1706","FBgn0033826"
"1707","FBgn0033827"
"1708","FBgn0032788"
"1709","FBgn0032789"
"1710","FBgn0038011"
"1711","FBgn0033164"
"1712","FBgn0033165"
"1713","FBgn0033167"
"1714","FBgn0033214"
"1715","FBgn0033215"
"1716","FBgn0033216"
"1717","FBgn0033221"
"1718","FBgn0033222"
"1719","FBgn0262816"
"1720","FBgn0033439"
"1721","FBgn0039494"
"1722","FBgn0260474"
"1723","FBgn0033598"
"1724","FBgn0033600"
"1725","FBgn0037114"
"1726","FBgn0033614"
"1727","FBgn0033931"
"1728","FBgn0050052"
"1729","FBgn0033703"
"1730","FBgn0263020"
"1731","FBgn0263021"
"1732","FBgn0033945"
"1733","FBgn0053468"
"1734","FBgn0053469"
"1735","FBgn0034122"
"1736","FBgn0036704"
"1737","FBgn0036708"
"1738","FBgn0034317"
"1739","FBgn0034318"
"1740","FBgn0040096"
"1741","FBgn0034477"
"1742","FBgn0035218"
"1743","FBgn0038706"
"1744","FBgn0034706"
"1745","FBgn0036170"
"1746","FBgn0262580"
"1747","FBgn0034973"
"1748","FBgn0040871"
"1749","FBgn0069923"
"1750","FBgn0035069"
"1751","FBgn0083942"
"1752","FBgn0085198"
"1753","FBgn0035598"
"1754","FBgn0036895"
"1755","FBgn0040371"
"1756","FBgn0035770"
"1757","FBgn0036689"
"1758","FBgn0052243"
"1759","FBgn0035787"
"1760","FBgn0035788"
"1761","FBgn0035792"
"1762","FBgn0035795"
"1763","FBgn0052374"
"1764","FBgn0052376"
"1765","FBgn0036176"
"1766","FBgn0036177"
"1767","FBgn0053267"
"1768","FBgn0036324"
"1769","FBgn0052107"
"1770","FBgn0052115"
"1771","FBgn0036416"
"1772","FBgn0036417"
"1773","FBgn0085273"
"1774","FBgn0036474"
"1775","FBgn0039033"
"1776","FBgn0039034"
"1777","FBgn0036712"
"1778","FBgn0036874"
"1779","FBgn0040333"
"1780","FBgn0036765"
"1781","FBgn0036768"
"1782","FBgn0052191"
"1783","FBgn0036906"
"1784","FBgn0038566"
"1785","FBgn0046301"
"1786","FBgn0037230"
"1787","FBgn0037727"
"1788","FBgn0039564"
"1789","FBgn0037283"
"1790","FBgn0037284"
"1791","FBgn0051816"
"1792","FBgn0037515"
"1793","FBgn0039759"
"1794","FBgn0039798"
"1795","FBgn0037583"
"1796","FBgn0038191"
"1797","FBgn0263143"
"1798","FBgn0037589"
"1799","FBgn0050072"
"1800","FBgn0050074"
"1801","FBgn0037810"
"1802","FBgn0037811"
"1803","FBgn0037812"
"1804","FBgn0037826"
"1805","FBgn0051391"
"1806","FBgn0051467"
"1807","FBgn0037829"
"1808","FBgn0040350"
"1809","FBgn0051272"
"1810","FBgn0037940"
"1811","FBgn0085457"
"1812","FBgn0085458"
"1813","FBgn0038214"
"1814","FBgn0262808"
"1815","FBgn0262983"
"1816","FBgn0038239"
"1817","FBgn0038240"
"1818","FBgn0038241"
"1819","FBgn0038509"
"1820","FBgn0053333"
"1821","FBgn0262023"
"1822","FBgn0038568"
"1823","FBgn0085461"
"1824","FBgn0085462"
"1825","FBgn0038631"
"1826","FBgn0262003"
"1827","FBgn0262004"
"1828","FBgn0038690"
"1829","FBgn0038691"
"1830","FBgn0053310"
"1831","FBgn0038697"
"1832","FBgn0051245"
"1833","FBgn0051404"
"1834","FBgn0038981"
"1835","FBgn0053093"
"1836","FBgn0053099"
"1837","FBgn0039666"
"1838","FBgn0085358"
"1839","FBgn0262873"
"1840","FBgn0039818"
"1841","FBgn0039821"
"1842","FBgn0264699"
"1843","FBgn0039839"
"1844","FBgn0051105"
"1845","FBgn0265001"
"1846","FBgn0040356"
"1847","FBgn0051702"
"1848","FBgn0051703"
"1849","FBgn0040968"
"1850","FBgn0259989"
"1851","FBgn0264750"
"1852","FBgn0050048"
"1853","FBgn0261571"
"1854","FBgn0267489"
"1855","FBgn0050050"
"1856","FBgn0053626"
"1857","FBgn0053627"
"1858","FBgn0051199"
"1859","FBgn0051200"
"1860","FBgn0051205"
"1861","FBgn0051797"
"1862","FBgn0051921"
"1863","FBgn0264086"
"1864","FBgn0052983"
"1865","FBgn0052987"
"1866","FBgn0052988"
"1867","FBgn0053509"
"1868","FBgn0053510"
"1869","FBgn0053511"
"1870","FBgn0085350"
"1871","FBgn0085351"
"1872","FBgn0259918"
"1873","FBgn0085476"
"1874","FBgn0085477"
"1875","FBgn0250847"
"1876","FBgn0261536"
"1877","FBgn0261537"
"1878","FBgn0262984"
"1879","FBgn0261580"
"1880","FBgn0261581"
"1881","FBgn0262824"
"1882","FBgn0261838"
"1883","FBgn0261844"
"1884","FBgn0266175"
"1885","FBgn0262537"
"1886","FBgn0262538"
"1887","FBgn0262539"
"1888","FBgn0262790"
"1889","FBgn0262836"
"1890","FBgn0262837"
"1891","FBgn0263849"
"1892","FBgn0263850"
"1893","FBgn0265877"
"1894","FBgn0264746"
"1895","FBgn0264747"
"1896","FBgn0264748"
"1897","FBgn0000274"
"1898","FBgn0039796"
"1899","FBgn0000592"
"1900","FBgn0000594"
"1901","FBgn0000826"
"1902","FBgn0030864"
"1903","FBgn0001089"
"1904","FBgn0260746"
"1905","FBgn0001256"
"1906","FBgn0030438"
"1907","FBgn0002781"
"1908","FBgn0261837"
"1909","FBgn0002838"
"1910","FBgn0036815"
"1911","FBgn0002865"
"1912","FBgn0004171"
"1913","FBgn0002872"
"1914","FBgn0030374"
"1915","FBgn0002933"
"1916","FBgn0010294"
"1917","FBgn0002940"
"1918","FBgn0003248"
"1919","FBgn0003034"
"1920","FBgn0250832"
"1921","FBgn0003295"
"1922","FBgn0004635"
"1923","FBgn0003511"
"1924","FBgn0003512"
"1925","FBgn0003527"
"1926","FBgn0266172"
"1927","FBgn0003607"
"1928","FBgn0259922"
"1929","FBgn0004870"
"1930","FBgn0025525"
"1931","FBgn0004956"
"1932","FBgn0030904"
"1933","FBgn0005683"
"1934","FBgn0031091"
"1935","FBgn0005694"
"1936","FBgn0038787"
"1937","FBgn0015316"
"1938","FBgn0051954"
"1939","FBgn0015903"
"1940","FBgn0035033"
"1941","FBgn0016053"
"1942","FBgn0085236"
"1943","FBgn0019828"
"1944","FBgn0037463"
"1945","FBgn0020641"
"1946","FBgn0020642"
"1947","FBgn0021776"
"1948","FBgn0041205"
"1949","FBgn0025676"
"1950","FBgn0035159"
"1951","FBgn0025821"
"1952","FBgn0038054"
"1953","FBgn0026399"
"1954","FBgn0037322"
"1955","FBgn0026575"
"1956","FBgn0031608"
"1957","FBgn0026874"
"1958","FBgn0259926"
"1959","FBgn0027514"
"1960","FBgn0037918"
"1961","FBgn0028360"
"1962","FBgn0032677"
"1963","FBgn0028415"
"1964","FBgn0028416"
"1965","FBgn0028515"
"1966","FBgn0041627"
"1967","FBgn0028526"
"1968","FBgn0051769"
"1969","FBgn0028567"
"1970","FBgn0063261"
"1971","FBgn0028862"
"1972","FBgn0033427"
"1973","FBgn0028893"
"1974","FBgn0038567"
"1975","FBgn0028946"
"1976","FBgn0036709"
"1977","FBgn0028952"
"1978","FBgn0030500"
"1979","FBgn0029589"
"1980","FBgn0029590"
"1981","FBgn0029642"
"1982","FBgn0032805"
"1983","FBgn0029694"
"1984","FBgn0037910"
"1985","FBgn0029765"
"1986","FBgn0034538"
"1987","FBgn0029825"
"1988","FBgn0052756"
"1989","FBgn0029867"
"1990","FBgn0034120"
"1991","FBgn0029932"
"1992","FBgn0034045"
"1993","FBgn0029986"
"1994","FBgn0029989"
"1995","FBgn0030008"
"1996","FBgn0030010"
"1997","FBgn0030048"
"1998","FBgn0262101"
"1999","FBgn0030074"
"2000","FBgn0051976"
"2001","FBgn0030078"
"2002","FBgn0040524"
"2003","FBgn0030097"
"2004","FBgn0030098"
"2005","FBgn0030158"
"2006","FBgn0030160"
"2007","FBgn0030163"
"2008","FBgn0030164"
"2009","FBgn0030207"
"2010","FBgn0263106"
"2011","FBgn0030241"
"2012","FBgn0030242"
"2013","FBgn0030259"
"2014","FBgn0030260"
"2015","FBgn0030270"
"2016","FBgn0040817"
"2017","FBgn0030350"
"2018","FBgn0030351"
"2019","FBgn0030362"
"2020","FBgn0038257"
"2021","FBgn0030439"
"2022","FBgn0052642"
"2023","FBgn0030492"
"2024","FBgn0033597"
"2025","FBgn0030664"
"2026","FBgn0031391"
"2027","FBgn0030680"
"2028","FBgn0267792"
"2029","FBgn0030757"
"2030","FBgn0036714"
"2031","FBgn0030764"
"2032","FBgn0032624"
"2033","FBgn0030793"
"2034","FBgn0260932"
"2035","FBgn0030803"
"2036","FBgn0036159"
"2037","FBgn0030918"
"2038","FBgn0038445"
"2039","FBgn0030928"
"2040","FBgn0030929"
"2041","FBgn0030933"
"2042","FBgn0037746"
"2043","FBgn0030937"
"2044","FBgn0034098"
"2045","FBgn0031155"
"2046","FBgn0038626"
"2047","FBgn0031301"
"2048","FBgn0032369"
"2049","FBgn0031332"
"2050","FBgn0031333"
"2051","FBgn0031337"
"2052","FBgn0054008"
"2053","FBgn0031409"
"2054","FBgn0034052"
"2055","FBgn0031444"
"2056","FBgn0031446"
"2057","FBgn0031619"
"2058","FBgn0036427"
"2059","FBgn0031620"
"2060","FBgn0031626"
"2061","FBgn0031644"
"2062","FBgn0031763"
"2063","FBgn0031731"
"2064","FBgn0054011"
"2065","FBgn0031749"
"2066","FBgn0050184"
"2067","FBgn0031872"
"2068","FBgn0040388"
"2069","FBgn0032087"
"2070","FBgn0032088"
"2071","FBgn0032124"
"2072","FBgn0263314"
"2073","FBgn0032311"
"2074","FBgn0034199"
"2075","FBgn0032452"
"2076","FBgn0267347"
"2077","FBgn0032454"
"2078","FBgn0032455"
"2079","FBgn0032505"
"2080","FBgn0053109"
"2081","FBgn0032631"
"2082","FBgn0264486"
"2083","FBgn0032752"
"2084","FBgn0038279"
"2085","FBgn0032768"
"2086","FBgn0032769"
"2087","FBgn0032817"
"2088","FBgn0038273"
"2089","FBgn0032834"
"2090","FBgn0262140"
"2091","FBgn0032896"
"2092","FBgn0052573"
"2093","FBgn0033063"
"2094","FBgn0037086"
"2095","FBgn0033090"
"2096","FBgn0050161"
"2097","FBgn0033141"
"2098","FBgn0036075"
"2099","FBgn0033238"
"2100","FBgn0051960"
"2101","FBgn0033248"
"2102","FBgn0036808"
"2103","FBgn0033258"
"2104","FBgn0052117"
"2105","FBgn0033278"
"2106","FBgn0050369"
"2107","FBgn0033320"
"2108","FBgn0033321"
"2109","FBgn0033337"
"2110","FBgn0038202"
"2111","FBgn0033364"
"2112","FBgn0034398"
"2113","FBgn0033458"
"2114","FBgn0033459"
"2115","FBgn0033512"
"2116","FBgn0283625"
"2117","FBgn0033861"
"2118","FBgn0035299"
"2119","FBgn0033874"
"2120","FBgn0034229"
"2121","FBgn0033889"
"2122","FBgn0034187"
"2123","FBgn0033926"
"2124","FBgn0033928"
"2125","FBgn0034047"
"2126","FBgn0050424"
"2127","FBgn0034151"
"2128","FBgn0259219"
"2129","FBgn0034194"
"2130","FBgn0050456"
"2131","FBgn0034206"
"2132","FBgn0046294"
"2133","FBgn0034281"
"2134","FBgn0050429"
"2135","FBgn0034296"
"2136","FBgn0051041"
"2137","FBgn0034423"
"2138","FBgn0039124"
"2139","FBgn0034464"
"2140","FBgn0263000"
"2141","FBgn0034478"
"2142","FBgn0263233"
"2143","FBgn0034523"
"2144","FBgn0051658"
"2145","FBgn0034601"
"2146","FBgn0050278"
"2147","FBgn0034723"
"2148","FBgn0034725"
"2149","FBgn0034755"
"2150","FBgn0263031"
"2151","FBgn0034820"
"2152","FBgn0263034"
"2153","FBgn0034842"
"2154","FBgn0051742"
"2155","FBgn0034900"
"2156","FBgn0083941"
"2157","FBgn0035044"
"2158","FBgn0039850"
"2159","FBgn0035176"
"2160","FBgn0035409"
"2161","FBgn0035196"
"2162","FBgn0035197"
"2163","FBgn0035262"
"2164","FBgn0037398"
"2165","FBgn0035382"
"2166","FBgn0036019"
"2167","FBgn0035482"
"2168","FBgn0050398"
"2169","FBgn0035544"
"2170","FBgn0052241"
"2171","FBgn0035546"
"2172","FBgn0051626"
"2173","FBgn0035567"
"2174","FBgn0035568"
"2175","FBgn0035607"
"2176","FBgn0036229"
"2177","FBgn0035798"
"2178","FBgn0052373"
"2179","FBgn0036014"
"2180","FBgn0036016"
"2181","FBgn0036040"
"2182","FBgn0052055"
"2183","FBgn0036080"
"2184","FBgn0037399"
"2185","FBgn0036131"
"2186","FBgn0052071"
"2187","FBgn0036250"
"2188","FBgn0037630"
"2189","FBgn0036467"
"2190","FBgn0036468"
"2191","FBgn0036766"
"2192","FBgn0036767"
"2193","FBgn0036830"
"2194","FBgn0050093"
"2195","FBgn0036905"
"2196","FBgn0260434"
"2197","FBgn0036998"
"2198","FBgn0039059"
"2199","FBgn0037127"
"2200","FBgn0262001"
"2201","FBgn0037178"
"2202","FBgn0037180"
"2203","FBgn0037206"
"2204","FBgn0037207"
"2205","FBgn0037307"
"2206","FBgn0038018"
"2207","FBgn0037385"
"2208","FBgn0250846"
"2209","FBgn0037388"
"2210","FBgn0085316"
"2211","FBgn0037477"
"2212","FBgn0039538"
"2213","FBgn0037552"
"2214","FBgn0037553"
"2215","FBgn0037679"
"2216","FBgn0283657"
"2217","FBgn0037719"
"2218","FBgn0266420"
"2219","FBgn0038097"
"2220","FBgn0262566"
"2221","FBgn0038139"
"2222","FBgn0038140"
"2223","FBgn0038316"
"2224","FBgn0263240"
"2225","FBgn0038337"
"2226","FBgn0038354"
"2227","FBgn0038472"
