"","V1"
"1497","TC006906"
"1498","TC016000"
"1499","TC031087"
"1500","TC031737"
"1501","TC031943"
"1502","TC034607"
"1503","TC035005"
"1504","TC035038"
"1505","TC003563"
"1506","TC005542"
"1507","TC006574"
"1508","TC006575"
"1509","TC012955"
"1510","TC015087"
"1511","TC031055"
"1512","TC034125"
"1513","TC034126"
"1514","TC034625"
"1515","TC004181"
"1516","TC006014"
"1517","TC006929"
"1518","TC008560"
"1519","TC014837"
"1520","TC031843"
"1521","TC031880"
"1522","TC031910"
"1523","TC033295"
"1524","TC034977"
"1525","TC004411"
"1526","TC008503"
"1527","TC010979"
"1528","TC014529"
"1529","TC015878"
"1530","TC030932"
"1531","TC030952"
"1532","TC031211"
"1533","TC031762"
"1534","TC031932"
"1535","TC006464"
"1536","TC007858"
"1537","TC013978"
"1538","TC031416"
"1539","TC031450"
"1540","TC031451"
"1541","TC033035"
"1542","TC034096"
"1543","TC034236"
"1544","TC035049"
"1545","TC010954"
"1546","TC010957"
"1547","TC010958"
"1548","TC013846"
"1549","TC032999"
"1550","TC033000"
"1551","TC033001"
"1552","TC033002"
"1553","TC033003"
"1554","TC034681"
"1555","TC012495"
"1556","TC012498"
"1557","TC012499"
"1558","TC012500"
"1559","TC012501"
"1560","TC012502"
"1561","TC012503"
"1562","TC012504"
"1563","TC012662"
"1564","TC034363"
"1565","TC000035"
"1566","TC002048"
"1567","TC002250"
"1568","TC004278"
"1569","TC006894"
"1570","TC006961"
"1571","TC006963"
"1572","TC032622"
"1573","TC033496"
"1574","TC000203"
"1575","TC001160"
"1576","TC001161"
"1577","TC001162"
"1578","TC001339"
"1579","TC001340"
"1580","TC008418"
"1581","TC008419"
"1582","TC008420"
"1583","TC000288"
"1584","TC000289"
"1585","TC000290"
"1586","TC000291"
"1587","TC000292"
"1588","TC000293"
"1589","TC006990"
"1590","TC032230"
"1591","TC032231"
"1592","TC000494"
"1593","TC000495"
"1594","TC002193"
"1595","TC013277"
"1596","TC013278"
"1597","TC013279"
"1598","TC013280"
"1599","TC032163"
"1600","TC034781"
"1601","TC001588"
"1602","TC005027"
"1603","TC010741"
"1604","TC015966"
"1605","TC016245"
"1606","TC031271"
"1607","TC031884"
"1608","TC032901"
"1609","TC034498"
"1610","TC001591"
"1611","TC005254"
"1612","TC006921"
"1613","TC010296"
"1614","TC010298"
"1615","TC010735"
"1616","TC014832"
"1617","TC016147"
"1618","TC016187"
"1619","TC001857"
"1620","TC002326"
"1621","TC004089"
"1622","TC005039"
"1623","TC005153"
"1624","TC005194"
"1625","TC005265"
"1626","TC010688"
"1627","TC016186"
"1628","TC001860"
"1629","TC001994"
"1630","TC006832"
"1631","TC014919"
"1632","TC016330"
"1633","TC031899"
"1634","TC032282"
"1635","TC034282"
"1636","TC034962"
"1637","TC002090"
"1638","TC003872"
"1639","TC008684"
"1640","TC008685"
"1641","TC010328"
"1642","TC010329"
"1643","TC010330"
"1644","TC031641"
"1645","TC032595"
"1646","TC002094"
"1647","TC010361"
"1648","TC010989"
"1649","TC016160"
"1650","TC016388"
"1651","TC031615"
"1652","TC031713"
"1653","TC031777"
"1654","TC031890"
"1655","TC002278"
"1656","TC002280"
"1657","TC013409"
"1658","TC015859"
"1659","TC016281"
"1660","TC031048"
"1661","TC031676"
"1662","TC031677"
"1663","TC034365"
"1664","TC002464"
"1665","TC002465"
"1666","TC002466"
"1667","TC002467"
"1668","TC006453"
"1669","TC006455"
"1670","TC006456"
"1671","TC034092"
"1672","TC034093"
"1673","TC002660"
"1674","TC002661"
"1675","TC002663"
"1676","TC002832"
"1677","TC013248"
"1678","TC015182"
"1679","TC015358"
"1680","TC032541"
"1681","TC032542"
"1682","TC003156"
"1683","TC004179"
"1684","TC006905"
"1685","TC009273"
"1686","TC010393"
"1687","TC015454"
"1688","TC015828"
"1689","TC016166"
"1690","TC032307"
"1691","TC003273"
"1692","TC004216"
"1693","TC008506"
"1694","TC009232"
"1695","TC011141"
"1696","TC031066"
"1697","TC033571"
"1698","TC033951"
"1699","TC033952"
"1700","TC006026"
"1701","TC007017"
"1702","TC007019"
"1703","TC008267"
"1704","TC008504"
"1705","TC008505"
"1706","TC011014"
"1707","TC031004"
"1708","TC032193"
"1709","TC006146"
"1710","TC006641"
"1711","TC010173"
"1712","TC013687"
"1713","TC014881"
"1714","TC015742"
"1715","TC015743"
"1716","TC031267"
"1717","TC033463"
"1718","TC007182"
"1719","TC007185"
"1720","TC007186"
"1721","TC007189"
"1722","TC007914"
"1723","TC032874"
"1724","TC032875"
"1725","TC032876"
"1726","TC034670"
"1727","TC007207"
"1728","TC007493"
"1729","TC011493"
"1730","TC031011"
"1731","TC034912"
"1732","TC034919"
"1733","TC034982"
"1734","TC035022"
"1735","TC035048"
"1736","TC008806"
"1737","TC008807"
"1738","TC033799"
"1739","TC033803"
"1740","TC033964"
"1741","TC033965"
"1742","TC033966"
"1743","TC033968"
"1744","TC033969"
"1745","TC009343"
"1746","TC009605"
"1747","TC031794"
"1748","TC033057"
"1749","TC033738"
"1750","TC033739"
"1751","TC034392"
"1752","TC034393"
"1753","TC034769"
"1754","TC000012"
"1755","TC002001"
"1756","TC003932"
"1757","TC004807"
"1758","TC006079"
"1759","TC016421"
"1760","TC031712"
"1761","TC034961"
"1762","TC000595"
"1763","TC000596"
"1764","TC000597"
"1765","TC000598"
"1766","TC000599"
"1767","TC000600"
"1768","TC000601"
"1769","TC000602"
"1770","TC001485"
"1771","TC001692"
"1772","TC001839"
"1773","TC002200"
"1774","TC005226"
"1775","TC010692"
"1776","TC014839"
"1777","TC014846"
"1778","TC002192"
"1779","TC002586"
"1780","TC005048"
"1781","TC005275"
"1782","TC008599"
"1783","TC010084"
"1784","TC010268"
"1785","TC010488"
"1786","TC002666"
"1787","TC003779"
"1788","TC003981"
"1789","TC004240"
"1790","TC005532"
"1791","TC005727"
"1792","TC006400"
"1793","TC031050"
"1794","TC002768"
"1795","TC005816"
"1796","TC013084"
"1797","TC013709"
"1798","TC014083"
"1799","TC015390"
"1800","TC015617"
"1801","TC015618"
"1802","TC003656"
"1803","TC014820"
"1804","TC014821"
"1805","TC015108"
"1806","TC015349"
"1807","TC015395"
"1808","TC033302"
"1809","TC034717"
"1810","TC004538"
"1811","TC004540"
"1812","TC004541"
"1813","TC010912"
"1814","TC014022"
"1815","TC031957"
"1816","TC031958"
"1817","TC031959"
"1818","TC004564"
"1819","TC009166"
"1820","TC009452"
"1821","TC009641"
"1822","TC009643"
"1823","TC009644"
"1824","TC033596"
"1825","TC034772"
"1826","TC006970"
"1827","TC030916"
"1828","TC031012"
"1829","TC031581"
"1830","TC031935"
"1831","TC032968"
"1832","TC033736"
"1833","TC034917"
"1834","TC011861"
"1835","TC011863"
"1836","TC011864"
"1837","TC034418"
"1838","TC034419"
"1839","TC034420"
"1840","TC034421"
"1841","TC034422"
"1842","TC030105"
"1843","TC030107"
"1844","TC030109"
"1845","TC030113"
"1846","TC030120"
"1847","TC033070"
"1848","TC033212"
"1849","TC033227"
"1850","TC000017"
"1851","TC001486"
"1852","TC005076"
"1853","TC006920"
"1854","TC010232"
"1855","TC011591"
"1856","TC016070"
"1857","TC000147"
"1858","TC003759"
"1859","TC004134"
"1860","TC004751"
"1861","TC004752"
"1862","TC008263"
"1863","TC014244"
"1864","TC000148"
"1865","TC000151"
"1866","TC000152"
"1867","TC000153"
"1868","TC015320"
"1869","TC015916"
"1870","TC032509"
"1871","TC002046"
"1872","TC002160"
"1873","TC002234"
"1874","TC004209"
"1875","TC004271"
"1876","TC010574"
"1877","TC030927"
"1878","TC002112"
"1879","TC009089"
"1880","TC009090"
"1881","TC009092"
"1882","TC013276"
"1883","TC031198"
"1884","TC034786"
"1885","TC002448"
"1886","TC004943"
"1887","TC011618"
"1888","TC031832"
"1889","TC032311"
"1890","TC032666"
"1891","TC034396"
"1892","TC002470"
"1893","TC002471"
"1894","TC003941"
"1895","TC006292"
"1896","TC034028"
"1897","TC034029"
"1898","TC034030"
"1899","TC002612"
"1900","TC002615"
"1901","TC005906"
"1902","TC005907"
"1903","TC007608"
"1904","TC032565"
"1905","TC032860"
"1906","TC002656"
"1907","TC003059"
"1908","TC004081"
"1909","TC015398"
"1910","TC031051"
"1911","TC031176"
"1912","TC033512"
"1913","TC002954"
"1914","TC005431"
"1915","TC005432"
"1916","TC005953"
"1917","TC005954"
"1918","TC005955"
"1919","TC005956"
"1920","TC004026"
"1921","TC004027"
"1922","TC006463"
"1923","TC015267"
"1924","TC030931"
"1925","TC030962"
"1926","TC031165"
"1927","TC005436"
"1928","TC005437"
"1929","TC005438"
"1930","TC005442"
"1931","TC005443"
"1932","TC005865"
"1933","TC034169"
"1934","TC006078"
"1935","TC007250"
"1936","TC016025"
"1937","TC030216"
"1938","TC030247"
"1939","TC031081"
"1940","TC031786"
"1941","TC006206"
"1942","TC006207"
"1943","TC031803"
"1944","TC031805"
"1945","TC031894"
"1946","TC033906"
"1947","TC034686"
"1948","TC007029"
"1949","TC007030"
"1950","TC007032"
"1951","TC011039"
"1952","TC032904"
"1953","TC032905"
"1954","TC032906"
"1955","TC007067"
"1956","TC007071"
"1957","TC007072"
"1958","TC008428"
"1959","TC030606"
"1960","TC032936"
"1961","TC032937"
"1962","TC007729"
"1963","TC007741"
"1964","TC007742"
"1965","TC007755"
"1966","TC007756"
"1967","TC008468"
"1968","TC030445"
"1969","TC010823"
"1970","TC010826"
"1971","TC013610"
"1972","TC013611"
"1973","TC014188"
"1974","TC031502"
"1975","TC031526"
"1976","TC012795"
"1977","TC012796"
"1978","TC012797"
"1979","TC012798"
"1980","TC032097"
"1981","TC032098"
"1982","TC034461"
"1983","TC016344"
"1984","TC016345"
"1985","TC016346"
"1986","TC016347"
"1987","TC016348"
"1988","TC016349"
"1989","TC016350"
"1990","TC030423"
"1991","TC030426"
"1992","TC030427"
"1993","TC030428"
"1994","TC030429"
"1995","TC030433"
"1996","TC034910"
"1997","TC031597"
"1998","TC031600"
"1999","TC031938"
"2000","TC032709"
"2001","TC033505"
"2002","TC034933"
"2003","TC035047"
"2004","TC000013"
"2005","TC003965"
"2006","TC015619"
"2007","TC032688"
"2008","TC032693"
"2009","TC034946"
"2010","TC000156"
"2011","TC000157"
"2012","TC001583"
"2013","TC005024"
"2014","TC005287"
"2015","TC015997"
"2016","TC000176"
"2017","TC004438"
"2018","TC004439"
"2019","TC004452"
"2020","TC007733"
"2021","TC033974"
"2022","TC000678"
"2023","TC000679"
"2024","TC000680"
"2025","TC000681"
"2026","TC000682"
"2027","TC032095"
"2028","TC000817"
"2029","TC000818"
"2030","TC000819"
"2031","TC032057"
"2032","TC032058"
"2033","TC032059"
"2034","TC000845"
"2035","TC011308"
"2036","TC013724"
"2037","TC015623"
"2038","TC015624"
"2039","TC015625"
"2040","TC001246"
"2041","TC003157"
"2042","TC003311"
"2043","TC004097"
"2044","TC008585"
"2045","TC012315"
"2046","TC001545"
"2047","TC005296"
"2048","TC016045"
"2049","TC031019"
"2050","TC031130"
"2051","TC035000"
"2052","TC001587"
"2053","TC006915"
"2054","TC006916"
"2055","TC010299"
"2056","TC010716"
"2057","TC015887"
"2058","TC001649"
"2059","TC001721"
"2060","TC004087"
"2061","TC004748"
"2062","TC004783"
"2063","TC031784"
"2064","TC001818"
"2065","TC005255"
"2066","TC031302"
"2067","TC031322"
"2068","TC032971"
"2069","TC033292"
"2070","TC001835"
"2071","TC001992"
"2072","TC006074"
"2073","TC010227"
"2074","TC014855"
"2075","TC016076"
"2076","TC001906"
"2077","TC006830"
"2078","TC006880"
"2079","TC006949"
"2080","TC010259"
"2081","TC015861"
"2082","TC002037"
"2083","TC007778"
"2084","TC030985"
"2085","TC031596"
"2086","TC031851"
"2087","TC034951"
"2088","TC002040"
"2089","TC010223"
"2090","TC016153"
"2091","TC031925"
"2092","TC034745"
"2093","TC034969"
"2094","TC002108"
"2095","TC010690"
"2096","TC010998"
"2097","TC031889"
"2098","TC032277"
"2099","TC034501"
"2100","TC002180"
"2101","TC004335"
"2102","TC032281"
"2103","TC032713"
"2104","TC034496"
"2105","TC034980"
"2106","TC002562"
"2107","TC003857"
"2108","TC007056"
"2109","TC009395"
"2110","TC031636"
"2111","TC033805"
"2112","TC002595"
"2113","TC003830"
"2114","TC003831"
"2115","TC003832"
"2116","TC003834"
"2117","TC003835"
"2118","TC004154"
"2119","TC004155"
"2120","TC004157"
"2121","TC004158"
"2122","TC011993"
"2123","TC011994"
"2124","TC004188"
"2125","TC005420"
"2126","TC006534"
"2127","TC014952"
"2128","TC031612"
"2129","TC034916"
"2130","TC004264"
"2131","TC004509"
"2132","TC005318"
"2133","TC009313"
"2134","TC012035"
"2135","TC034662"
"2136","TC005102"
"2137","TC014485"
"2138","TC015829"
"2139","TC033497"
"2140","TC033920"
"2141","TC033926"
"2142","TC005119"
"2143","TC011244"
"2144","TC014976"
"2145","TC014977"
"2146","TC015702"
"2147","TC033428"
"2148","TC005274"
"2149","TC015866"
"2150","TC031828"
"2151","TC034750"
"2152","TC035015"
"2153","TC035024"
"2154","TC005374"
"2155","TC005375"
"2156","TC005376"
"2157","TC005377"
"2158","TC006515"
"2159","TC006769"
"2160","TC005721"
"2161","TC005837"
"2162","TC010395"
"2163","TC013455"
"2164","TC033119"
"2165","TC033981"
"2166","TC005929"
"2167","TC008522"
"2168","TC014975"
"2169","TC015705"
"2170","TC031291"
"2171","TC033406"
"2172","TC008233"
"2173","TC009955"
"2174","TC009956"
"2175","TC009957"
"2176","TC009958"
"2177","TC009959"
"2178","TC008674"
"2179","TC008676"
"2180","TC008677"
"2181","TC008678"
"2182","TC008679"
"2183","TC030501"
"2184","TC008730"
"2185","TC009701"
"2186","TC009702"
"2187","TC009703"
"2188","TC031716"
"2189","TC033628"
"2190","TC008887"
"2191","TC008889"
"2192","TC008890"
"2193","TC008891"
"2194","TC031206"
"2195","TC033767"
"2196","TC013562"
"2197","TC013658"
"2198","TC013659"
"2199","TC013660"
"2200","TC014248"
"2201","TC014397"
"2202","TC015337"
"2203","TC015339"
"2204","TC015340"
"2205","TC015399"
"2206","TC015400"
"2207","TC031057"
"2208","TC030969"
"2209","TC030979"
"2210","TC031085"
"2211","TC031950"
"2212","TC032278"
"2213","TC032590"
"2214","TC000116"
"2215","TC001684"
"2216","TC001794"
"2217","TC031347"
"2218","TC031582"
"2219","TC000369"
"2220","TC001177"
"2221","TC002841"
"2222","TC003599"
"2223","TC006262"
"2224","TC000515"
"2225","TC000516"
"2226","TC000517"
"2227","TC000518"
"2228","TC011564"
"2229","TC000664"
"2230","TC000665"
"2231","TC000666"
"2232","TC000887"
"2233","TC008861"
"2234","TC001268"
"2235","TC005533"
"2236","TC005534"
"2237","TC031309"
"2238","TC033385"
"2239","TC001428"
"2240","TC005014"
"2241","TC008490"
"2242","TC011595"
"2243","TC016177"
"2244","TC001565"
"2245","TC005785"
"2246","TC005788"
"2247","TC010050"
"2248","TC016055"
"2249","TC001598"
"2250","TC008214"
"2251","TC016107"
"2252","TC016335"
"2253","TC016398"
"2254","TC001840"
"2255","TC002318"
"2256","TC002839"
"2257","TC004507"
"2258","TC014871"
"2259","TC001937"
"2260","TC032682"
"2261","TC034048"
"2262","TC034270"
"2263","TC034437"
"2264","TC001953"
"2265","TC002322"
"2266","TC002657"
"2267","TC006861"
"2268","TC012968"
"2269","TC001993"
"2270","TC005241"
"2271","TC006072"
"2272","TC006075"
"2273","TC016169"
"2274","TC002010"
"2275","TC002159"
"2276","TC012173"
"2277","TC014834"
"2278","TC016114"
"2279","TC002026"
"2280","TC002027"
"2281","TC005049"
"2282","TC006919"
"2283","TC015965"
"2284","TC002164"
"2285","TC002720"
"2286","TC007578"
"2287","TC013460"
"2288","TC033120"
"2289","TC002409"
"2290","TC007456"
"2291","TC007879"
"2292","TC007969"
"2293","TC014974"
"2294","TC002741"
"2295","TC004953"
"2296","TC031426"
"2297","TC031427"
"2298","TC031428"
"2299","TC002767"
"2300","TC009602"
"2301","TC011824"
"2302","TC011825"
"2303","TC034599"
"2304","TC002898"
"2305","TC002899"
"2306","TC015657"
"2307","TC015658"
"2308","TC016279"
"2309","TC002992"
"2310","TC003436"
"2311","TC003437"
"2312","TC003438"
"2313","TC003439"
"2314","TC003315"
"2315","TC015447"
"2316","TC015450"
"2317","TC015451"
"2318","TC033338"
"2319","TC003702"
"2320","TC032488"
"2321","TC032489"
"2322","TC034019"
"2323","TC035029"
"2324","TC004020"
"2325","TC009244"
"2326","TC010603"
"2327","TC012791"
"2328","TC014484"
"2329","TC005484"
"2330","TC007929"
"2331","TC008244"
"2332","TC015080"
"2333","TC032061"
"2334","TC007267"
"2335","TC007268"
"2336","TC007269"
"2337","TC007270"
"2338","TC007272"
"2339","TC007956"
"2340","TC007957"
"2341","TC007958"
"2342","TC007959"
"2343","TC032786"
"2344","TC007972"
"2345","TC010230"
"2346","TC013664"
"2347","TC033083"
"2348","TC034692"
"2349","TC008348"
"2350","TC015721"
"2351","TC015723"
"2352","TC033429"
"2353","TC033430"
"2354","TC013045"
"2355","TC013046"
"2356","TC013047"
"2357","TC013048"
"2358","TC031159"
"2359","TC014153"
"2360","TC014154"
"2361","TC014157"
"2362","TC015572"
"2363","TC033375"
"2364","TC016252"
"2365","TC031804"
"2366","TC031806"
"2367","TC031807"
"2368","TC033056"
"2369","TC032917"
"2370","TC032918"
"2371","TC032919"
"2372","TC032922"
"2373","TC032923"
"2374","TC033098"
"2375","TC033099"
"2376","TC034474"
"2377","TC034475"
"2378","TC034694"
"2379","TC000170"
"2380","TC001367"
"2381","TC001368"
"2382","TC014348"
"2383","TC000173"
"2384","TC000174"
"2385","TC032270"
"2386","TC032271"
"2387","TC001309"
"2388","TC002134"
"2389","TC011740"
"2390","TC032252"
"2391","TC001395"
"2392","TC005896"
"2393","TC008907"
"2394","TC031610"
"2395","TC001406"
"2396","TC001429"
"2397","TC001825"
"2398","TC031343"
"2399","TC001489"
"2400","TC008737"
"2401","TC014854"
"2402","TC031593"
"2403","TC001494"
"2404","TC001987"
"2405","TC004229"
"2406","TC010247"
"2407","TC001800"
"2408","TC004269"
"2409","TC008524"
"2410","TC011586"
"2411","TC002047"
"2412","TC004354"
"2413","TC005140"
"2414","TC005245"
"2415","TC002381"
"2416","TC030402"
"2417","TC030431"
"2418","TC030432"
"2419","TC003058"
"2420","TC003060"
"2421","TC003374"
"2422","TC008553"
"2423","TC003105"
"2424","TC005028"
"2425","TC006913"
"2426","TC008561"
"2427","TC003277"
"2428","TC003278"
"2429","TC003294"
"2430","TC032298"
"2431","TC004053"
"2432","TC005239"
"2433","TC011219"
"2434","TC031761"
"2435","TC004546"
"2436","TC004547"
"2437","TC004548"
"2438","TC014720"
"2439","TC004998"
"2440","TC012920"
"2441","TC031787"
"2442","TC034676"
"2443","TC004999"
"2444","TC009388"
"2445","TC016146"
"2446","TC016158"
"2447","TC005553"
"2448","TC006556"
"2449","TC015067"
"2450","TC015664"
"2451","TC005731"
"2452","TC034063"
"2453","TC034065"
"2454","TC034066"
"2455","TC005995"
"2456","TC006719"
"2457","TC014879"
"2458","TC032610"
"2459","TC006015"
"2460","TC006077"
"2461","TC010214"
"2462","TC012929"
"2463","TC006157"
"2464","TC006158"
"2465","TC013967"
"2466","TC033031"
"2467","TC006565"
"2468","TC008351"
"2469","TC008352"
"2470","TC031732"
"2471","TC006840"
"2472","TC006841"
"2473","TC030971"
"2474","TC031901"
"2475","TC007005"
"2476","TC010605"
"2477","TC011282"
"2478","TC012446"
"2479","TC007670"
"2480","TC007827"
"2481","TC007828"
"2482","TC014970"
"2483","TC008228"
"2484","TC008229"
"2485","TC008230"
"2486","TC032856"
"2487","TC008483"
"2488","TC008484"
"2489","TC008485"
"2490","TC012765"
"2491","TC008702"
"2492","TC008703"
"2493","TC008960"
"2494","TC010124"
"2495","TC009031"
"2496","TC009813"
"2497","TC033701"
"2498","TC034793"
"2499","TC009286"
"2500","TC009289"
"2501","TC009520"
"2502","TC033558"
"2503","TC011148"
"2504","TC011149"
"2505","TC011337"
"2506","TC015908"
"2507","TC011280"
"2508","TC015148"
"2509","TC016074"
"2510","TC031345"
"2511","TC011567"
"2512","TC031077"
"2513","TC031303"
"2514","TC031320"
"2515","TC012818"
"2516","TC032204"
"2517","TC033172"
"2518","TC033173"
"2519","TC013132"
"2520","TC014499"
"2521","TC014500"
"2522","TC034021"
"2523","TC013524"
"2524","TC013525"
"2525","TC031133"
"2526","TC033118"
"2527","TC014825"
"2528","TC014826"
"2529","TC032690"
"2530","TC032692"
"2531","TC014835"
"2532","TC031356"
"2533","TC033896"
"2534","TC033898"
"2535","TC015541"
"2536","TC033005"
"2537","TC034728"
"2538","TC034797"
"2539","TC030248"
"2540","TC030279"
"2541","TC031799"
"2542","TC032002"
"2543","TC033809"
"2544","TC033810"
"2545","TC033811"
"2546","TC033812"
"2547","TC033989"
"2548","TC033990"
"2549","TC033991"
"2550","TC033992"
"2551","TC000018"
"2552","TC002591"
"2553","TC004306"
"2554","TC000097"
"2555","TC005669"
"2556","TC011837"
"2557","TC000134"
"2558","TC003225"
"2559","TC014845"
"2560","TC000135"
"2561","TC002370"
"2562","TC032025"
"2563","TC000397"
"2564","TC008340"
"2565","TC008451"
"2566","TC000555"
"2567","TC032137"
"2568","TC032138"
"2569","TC000603"
"2570","TC012068"
"2571","TC015996"
"2572","TC000940"
"2573","TC000942"
"2574","TC032113"
"2575","TC001195"
"2576","TC002894"
"2577","TC034298"
"2578","TC001390"
"2579","TC005062"
"2580","TC005286"
"2581","TC001472"
"2582","TC031665"
"2583","TC033273"
"2584","TC001482"
"2585","TC002204"
"2586","TC011273"
"2587","TC001599"
"2588","TC001890"
"2589","TC031173"
"2590","TC001837"
"2591","TC030977"
"2592","TC031324"
"2593","TC001977"
"2594","TC001978"
"2595","TC013628"
"2596","TC002034"
"2597","TC004039"
"2598","TC016410"
"2599","TC002403"
"2600","TC014452"
"2601","TC032689"
"2602","TC002417"
"2603","TC002418"
"2604","TC004003"
"2605","TC002434"
"2606","TC003509"
"2607","TC032399"
"2608","TC002440"
"2609","TC032670"
"2610","TC032671"
"2611","TC002545"
"2612","TC032023"
"2613","TC032067"
"2614","TC002636"
"2615","TC004237"
"2616","TC031782"
"2617","TC003048"
"2618","TC003383"
"2619","TC032358"
"2620","TC003066"
"2621","TC003067"
"2622","TC032478"
"2623","TC003131"
"2624","TC013700"
"2625","TC033071"
"2626","TC003176"
"2627","TC032299"
"2628","TC032301"
"2629","TC003230"
"2630","TC032284"
"2631","TC032285"
"2632","TC003406"
"2633","TC006588"
"2634","TC006589"
"2635","TC004002"
"2636","TC010231"
"2637","TC015011"
"2638","TC004051"
"2639","TC005000"
"2640","TC013755"
"2641","TC004077"
"2642","TC005203"
"2643","TC033481"
"2644","TC004201"
"2645","TC006831"
"2646","TC031726"
"2647","TC004252"
"2648","TC009799"
"2649","TC031620"
"2650","TC004338"
"2651","TC005156"
"2652","TC016144"
"2653","TC004950"
"2654","TC004951"
"2655","TC007811"
"2656","TC005077"
"2657","TC006859"
"2658","TC031594"
"2659","TC005083"
"2660","TC032086"
"2661","TC033499"
"2662","TC005107"
"2663","TC009312"
"2664","TC015778"
"2665","TC005225"
"2666","TC005234"
"2667","TC032005"
"2668","TC005277"
"2669","TC012467"
"2670","TC013550"
"2671","TC005381"
"2672","TC006765"
"2673","TC006768"
"2674","TC005474"
"2675","TC005476"
"2676","TC033714"
"2677","TC005611"
"2678","TC005931"
"2679","TC014077"
"2680","TC005712"
"2681","TC005713"
"2682","TC034074"
"2683","TC005818"
"2684","TC007988"
"2685","TC010828"
"2686","TC005884"
"2687","TC007965"
"2688","TC009445"
"2689","TC006089"
"2690","TC033946"
"2691","TC033947"
"2692","TC006099"
"2693","TC006100"
"2694","TC006101"
"2695","TC006161"
"2696","TC011760"
"2697","TC015033"
"2698","TC006391"
"2699","TC006392"
"2700","TC006393"
"2701","TC006439"
"2702","TC034084"
"2703","TC034541"
"2704","TC006594"
"2705","TC006595"
"2706","TC006596"
"2707","TC007240"
"2708","TC007241"
"2709","TC032857"
"2710","TC008073"
"2711","TC031151"
"2712","TC033177"
"2713","TC008110"
"2714","TC010267"
"2715","TC032677"
"2716","TC008211"
"2717","TC013463"
"2718","TC033826"
"2719","TC008357"
"2720","TC008358"
"2721","TC008359"
"2722","TC008435"
"2723","TC032934"
"2724","TC032935"
"2725","TC008480"
"2726","TC032908"
"2727","TC032910"
"2728","TC008656"
"2729","TC033851"
"2730","TC033853"
"2731","TC008675"
"2732","TC010152"
"2733","TC034813"
"2734","TC008777"
"2735","TC008778"
"2736","TC010048"
"2737","TC008803"
"2738","TC032134"
"2739","TC032136"
"2740","TC008930"
"2741","TC033744"
"2742","TC033745"
"2743","TC009096"
"2744","TC009099"
"2745","TC033662"
"2746","TC009321"
"2747","TC033548"
"2748","TC033549"
"2749","TC010211"
"2750","TC014530"
"2751","TC031195"
"2752","TC010249"
"2753","TC010700"
"2754","TC014831"
"2755","TC010250"
"2756","TC016170"
"2757","TC031876"
"2758","TC010307"
"2759","TC010550"
"2760","TC013908"
"2761","TC010425"
"2762","TC014737"
"2763","TC033096"
"2764","TC010551"
"2765","TC031871"
"2766","TC032523"
"2767","TC010560"
"2768","TC011573"
"2769","TC015883"
"2770","TC010985"
"2771","TC011491"
"2772","TC033905"
"2773","TC011442"
"2774","TC011443"
"2775","TC031411"
"2776","TC011674"
"2777","TC015418"
"2778","TC015692"
"2779","TC011791"
"2780","TC034439"
"2781","TC034440"
"2782","TC011877"
"2783","TC012519"
"2784","TC012520"
"2785","TC012047"
"2786","TC016377"
"2787","TC034868"
"2788","TC012187"
"2789","TC012188"
"2790","TC012276"
"2791","TC012934"
"2792","TC030941"
"2793","TC031086"
"2794","TC013131"
"2795","TC014770"
"2796","TC014771"
"2797","TC013144"
"2798","TC033219"
"2799","TC033220"
"2800","TC013149"
"2801","TC030451"
"2802","TC030452"
"2803","TC013156"
"2804","TC031327"
"2805","TC031328"
"2806","TC013410"
"2807","TC013411"
"2808","TC013412"
"2809","TC013544"
"2810","TC013893"
"2811","TC033112"
"2812","TC013661"
"2813","TC013662"
"2814","TC014147"
"2815","TC013899"
"2816","TC013900"
"2817","TC013901"
"2818","TC013902"
"2819","TC013904"
"2820","TC032988"
"2821","TC014637"
"2822","TC031632"
"2823","TC033182"
"2824","TC014885"
"2825","TC015047"
"2826","TC033461"
"2827","TC014982"
"2828","TC015203"
"2829","TC033617"
"2830","TC015478"
"2831","TC015479"
"2832","TC033616"
"2833","TC015561"
"2834","TC033370"
"2835","TC033371"
"2836","TC015964"
"2837","TC033807"
"2838","TC033808"
"2839","TC030182"
"2840","TC030184"
"2841","TC030185"
"2842","TC031601"
"2843","TC031699"
"2844","TC033940"
"2845","TC031653"
"2846","TC031971"
"2847","TC033294"
"2848","TC031785"
"2849","TC033515"
"2850","TC034539"
"2851","TC032049"
"2852","TC032050"
"2853","TC032051"
"2854","TC034266"
"2855","TC034267"
"2856","TC034268"
"2857","TC034602"
"2858","TC034936"
"2859","TC034960"
"2860","TC000019"
"2861","TC006144"
"2862","TC000054"
"2863","TC000055"
"2864","TC000068"
"2865","TC000105"
"2866","TC000145"
"2867","TC013914"
"2868","TC000248"
"2869","TC000249"
"2870","TC000305"
"2871","TC001253"
"2872","TC000322"
"2873","TC007656"
"2874","TC000370"
"2875","TC002840"
"2876","TC000450"
"2877","TC007105"
"2878","TC000500"
"2879","TC030482"
"2880","TC000586"
"2881","TC004440"
"2882","TC000589"
"2883","TC032125"
"2884","TC000638"
"2885","TC032115"
"2886","TC000941"
"2887","TC000944"
"2888","TC001019"
"2889","TC031996"
"2890","TC001054"
"2891","TC034967"
"2892","TC001115"
"2893","TC004500"
"2894","TC001182"
"2895","TC001183"
