"","V1"
"2896","TC001222"
"2897","TC001223"
"2898","TC001240"
"2899","TC034137"
"2900","TC001394"
"2901","TC032544"
"2902","TC001401"
"2903","TC010340"
"2904","TC001404"
"2905","TC008544"
"2906","TC001415"
"2907","TC034223"
"2908","TC001422"
"2909","TC005116"
"2910","TC001490"
"2911","TC002756"
"2912","TC001668"
"2913","TC034860"
"2914","TC001680"
"2915","TC005946"
"2916","TC001820"
"2917","TC016190"
"2918","TC001969"
"2919","TC014170"
"2920","TC001989"
"2921","TC011495"
"2922","TC001998"
"2923","TC012932"
"2924","TC002000"
"2925","TC002002"
"2926","TC002045"
"2927","TC034964"
"2928","TC002129"
"2929","TC033508"
"2930","TC002210"
"2931","TC009068"
"2932","TC002378"
"2933","TC015872"
"2934","TC002415"
"2935","TC010013"
"2936","TC002597"
"2937","TC032569"
"2938","TC002605"
"2939","TC016416"
"2940","TC002611"
"2941","TC005829"
"2942","TC002629"
"2943","TC031020"
"2944","TC002747"
"2945","TC002748"
"2946","TC002773"
"2947","TC006976"
"2948","TC002844"
"2949","TC034328"
"2950","TC002986"
"2951","TC031042"
"2952","TC003045"
"2953","TC003046"
"2954","TC003055"
"2955","TC003056"
"2956","TC003155"
"2957","TC033820"
"2958","TC003177"
"2959","TC031112"
"2960","TC003486"
"2961","TC013507"
"2962","TC003545"
"2963","TC011534"
"2964","TC003992"
"2965","TC003993"
"2966","TC004100"
"2967","TC008559"
"2968","TC004172"
"2969","TC010294"
"2970","TC004185"
"2971","TC013274"
"2972","TC004202"
"2973","TC012911"
"2974","TC004248"
"2975","TC030281"
"2976","TC004254"
"2977","TC009800"
"2978","TC004418"
"2979","TC032126"
"2980","TC004584"
"2981","TC013631"
"2982","TC004827"
"2983","TC007528"
"2984","TC004973"
"2985","TC032033"
"2986","TC004983"
"2987","TC033183"
"2988","TC005093"
"2989","TC005096"
"2990","TC005293"
"2991","TC016138"
"2992","TC005357"
"2993","TC010769"
"2994","TC005425"
"2995","TC011836"
"2996","TC005580"
"2997","TC005581"
"2998","TC005601"
"2999","TC034924"
"3000","TC005632"
"3001","TC034103"
"3002","TC005634"
"3003","TC005636"
"3004","TC005842"
"3005","TC033778"
"3006","TC005870"
"3007","TC015054"
"3008","TC005942"
"3009","TC011648"
"3010","TC005998"
"3011","TC031272"
"3012","TC006050"
"3013","TC015604"
"3014","TC006081"
"3015","TC006931"
"3016","TC006091"
"3017","TC033948"
"3018","TC006315"
"3019","TC006316"
"3020","TC006320"
"3021","TC013597"
"3022","TC006378"
"3023","TC006379"
"3024","TC006582"
"3025","TC034127"
"3026","TC006711"
"3027","TC015257"
"3028","TC006917"
"3029","TC006966"
"3030","TC006930"
"3031","TC031915"
"3032","TC006947"
"3033","TC006948"
"3034","TC006950"
"3035","TC033942"
"3036","TC006951"
"3037","TC014186"
"3038","TC007043"
"3039","TC031708"
"3040","TC007044"
"3041","TC034014"
"3042","TC007179"
"3043","TC008238"
"3044","TC007273"
"3045","TC007274"
"3046","TC007277"
"3047","TC031108"
"3048","TC007394"
"3049","TC033789"
"3050","TC007593"
"3051","TC013522"
"3052","TC007737"
"3053","TC007738"
"3054","TC007775"
"3055","TC007776"
"3056","TC007821"
"3057","TC032480"
"3058","TC007849"
"3059","TC009509"
"3060","TC008071"
"3061","TC016298"
"3062","TC008097"
"3063","TC032820"
"3064","TC008125"
"3065","TC032819"
"3066","TC008152"
"3067","TC034935"
"3068","TC008180"
"3069","TC008181"
"3070","TC008268"
"3071","TC015679"
"3072","TC008400"
"3073","TC032945"
"3074","TC008452"
"3075","TC008453"
"3076","TC008760"
"3077","TC008761"
"3078","TC008935"
"3079","TC011384"
"3080","TC009085"
"3081","TC035041"
"3082","TC009280"
"3083","TC030885"
"3084","TC009386"
"3085","TC009428"
"3086","TC009829"
"3087","TC031290"
"3088","TC010191"
"3089","TC010192"
"3090","TC010308"
"3091","TC031781"
"3092","TC010337"
"3093","TC034532"
"3094","TC010493"
"3095","TC010494"
"3096","TC010558"
"3097","TC031878"
"3098","TC010672"
"3099","TC031092"
"3100","TC010708"
"3101","TC031282"
"3102","TC010742"
"3103","TC034944"
"3104","TC010839"
"3105","TC013602"
"3106","TC010892"
"3107","TC012264"
"3108","TC010931"
"3109","TC016355"
"3110","TC011041"
"3111","TC012719"
"3112","TC011135"
"3113","TC016221"
"3114","TC011492"
"3115","TC033880"
"3116","TC011525"
"3117","TC013762"
"3118","TC011543"
"3119","TC031461"
"3120","TC011633"
"3121","TC034476"
"3122","TC011716"
"3123","TC034451"
"3124","TC011789"
"3125","TC011790"
"3126","TC011924"
"3127","TC014983"
"3128","TC012050"
"3129","TC012051"
"3130","TC012138"
"3131","TC034853"
"3132","TC012177"
"3133","TC012178"
"3134","TC012193"
"3135","TC016301"
"3136","TC012223"
"3137","TC033283"
"3138","TC012269"
"3139","TC012270"
"3140","TC012323"
"3141","TC034854"
"3142","TC012707"
"3143","TC015401"
"3144","TC012864"
"3145","TC034484"
"3146","TC012887"
"3147","TC012900"
"3148","TC012985"
"3149","TC015962"
"3150","TC013133"
"3151","TC013134"
"3152","TC013389"
"3153","TC034678"
"3154","TC013584"
"3155","TC031315"
"3156","TC013735"
"3157","TC013736"
"3158","TC013787"
"3159","TC033277"
"3160","TC013808"
"3161","TC013814"
"3162","TC013917"
"3163","TC013918"
"3164","TC013970"
"3165","TC033032"
"3166","TC014321"
"3167","TC033192"
"3168","TC014539"
"3169","TC014540"
"3170","TC014550"
"3171","TC033186"
"3172","TC014706"
"3173","TC033634"
"3174","TC014748"
"3175","TC033254"
"3176","TC014768"
"3177","TC014769"
"3178","TC014800"
"3179","TC034710"
"3180","TC014899"
"3181","TC014900"
"3182","TC015027"
"3183","TC015483"
"3184","TC015183"
"3185","TC015967"
"3186","TC015405"
"3187","TC015984"
"3188","TC015496"
"3189","TC015497"
"3190","TC015514"
"3191","TC034122"
"3192","TC015681"
"3193","TC015682"
"3194","TC015846"
"3195","TC034747"
"3196","TC015907"
"3197","TC031524"
"3198","TC015945"
"3199","TC033266"
"3200","TC016109"
"3201","TC033670"
"3202","TC016390"
"3203","TC032680"
"3204","TC030883"
"3205","TC032365"
"3206","TC030893"
"3207","TC030894"
"3208","TC030911"
"3209","TC033296"
"3210","TC030967"
"3211","TC031163"
"3212","TC031120"
"3213","TC031210"
"3214","TC031190"
"3215","TC031448"
"3216","TC031217"
"3217","TC031218"
"3218","TC031221"
"3219","TC034956"
"3220","TC031225"
"3221","TC031325"
"3222","TC031268"
"3223","TC034210"
"3224","TC031329"
"3225","TC031330"
"3226","TC031397"
"3227","TC033901"
"3228","TC031437"
"3229","TC032962"
"3230","TC031542"
"3231","TC031543"
"3232","TC031864"
"3233","TC033280"
"3234","TC031882"
"3235","TC032966"
"3236","TC031926"
"3237","TC034347"
"3238","TC031946"
"3239","TC031947"
"3240","TC032161"
"3241","TC032162"
"3242","TC032325"
"3243","TC034992"
"3244","TC032377"
"3245","TC032378"
"3246","TC032411"
"3247","TC032412"
"3248","TC032608"
"3249","TC032609"
"3250","TC032676"
"3251","TC032723"
"3252","TC032890"
"3253","TC032891"
"3254","TC032926"
"3255","TC033007"
"3256","TC032969"
"3257","TC034483"
"3258","TC033068"
"3259","TC033069"
"3260","TC033208"
"3261","TC033209"
"3262","TC033244"
"3263","TC033245"
"3264","TC033417"
"3265","TC034739"
"3266","TC033442"
"3267","TC035052"
"3268","TC033779"
"3269","TC033780"
"3270","TC033850"
"3271","TC033852"
"3272","TC033987"
"3273","TC034073"
"3274","TC034070"
"3275","TC034071"
"3276","TC034079"
"3277","TC034080"
"3278","TC034128"
"3279","TC034129"
"3280","TC034207"
"3281","TC034957"
"3282","TC034497"
"3283","TC035044"
"3284","TC034883"
"3285","TC034963"
"3286","TC000009"
"3287","TC000022"
"3288","TC000025"
"3289","TC000037"
"3290","TC000072"
"3291","TC000077"
"3292","TC000114"
"3293","TC000115"
"3294","TC000120"
"3295","TC000128"
"3296","TC000133"
"3297","TC000139"
"3298","TC000171"
"3299","TC000186"
"3300","TC000191"
"3301","TC000204"
"3302","TC000209"
"3303","TC000211"
"3304","TC000212"
"3305","TC000215"
"3306","TC000218"
"3307","TC000230"
"3308","TC000233"
"3309","TC000234"
"3310","TC000256"
"3311","TC000259"
"3312","TC000260"
"3313","TC000261"
"3314","TC000262"
"3315","TC000264"
"3316","TC000273"
"3317","TC000278"
"3318","TC000280"
"3319","TC000281"
"3320","TC000283"
"3321","TC000284"
"3322","TC000286"
"3323","TC000295"
"3324","TC000307"
"3325","TC000327"
"3326","TC000334"
"3327","TC000340"
"3328","TC000341"
"3329","TC000342"
"3330","TC000343"
"3331","TC000344"
"3332","TC000345"
"3333","TC000348"
"3334","TC000349"
"3335","TC000350"
"3336","TC000351"
"3337","TC000352"
"3338","TC000353"
"3339","TC000354"
"3340","TC000364"
"3341","TC000371"
"3342","TC000376"
"3343","TC000377"
"3344","TC000383"
"3345","TC000391"
"3346","TC000392"
"3347","TC000398"
"3348","TC000400"
"3349","TC000406"
"3350","TC000415"
"3351","TC000420"
"3352","TC000421"
"3353","TC000425"
"3354","TC000428"
"3355","TC000429"
"3356","TC000435"
"3357","TC000437"
"3358","TC000445"
"3359","TC000447"
"3360","TC000448"
"3361","TC000454"
"3362","TC000455"
"3363","TC000465"
"3364","TC000471"
"3365","TC000472"
"3366","TC000473"
"3367","TC000479"
"3368","TC000488"
"3369","TC000489"
"3370","TC000490"
"3371","TC000491"
"3372","TC000492"
"3373","TC000493"
"3374","TC000501"
"3375","TC000505"
"3376","TC000510"
"3377","TC000512"
"3378","TC000513"
"3379","TC000523"
"3380","TC000525"
"3381","TC000526"
"3382","TC000528"
"3383","TC000541"
"3384","TC000545"
"3385","TC000548"
"3386","TC000549"
"3387","TC000559"
"3388","TC000560"
"3389","TC000563"
"3390","TC000564"
"3391","TC000566"
"3392","TC000567"
"3393","TC000569"
"3394","TC000579"
"3395","TC000581"
"3396","TC000582"
"3397","TC000604"
"3398","TC000605"
"3399","TC000607"
"3400","TC000628"
"3401","TC000629"
"3402","TC000630"
"3403","TC000645"
"3404","TC000646"
"3405","TC000650"
"3406","TC000651"
"3407","TC000654"
"3408","TC000655"
"3409","TC000657"
"3410","TC000659"
"3411","TC000662"
"3412","TC000663"
"3413","TC000670"
"3414","TC000671"
"3415","TC000672"
"3416","TC000692"
"3417","TC000694"
"3418","TC000695"
"3419","TC000696"
"3420","TC000698"
"3421","TC000699"
"3422","TC000700"
"3423","TC000702"
"3424","TC000716"
"3425","TC000718"
"3426","TC000726"
"3427","TC000727"
"3428","TC000734"
"3429","TC000736"
"3430","TC000738"
"3431","TC000765"
"3432","TC000773"
"3433","TC000774"
"3434","TC000775"
"3435","TC000776"
"3436","TC000777"
"3437","TC000778"
"3438","TC000783"
"3439","TC000784"
"3440","TC000808"
"3441","TC000810"
"3442","TC000826"
"3443","TC000844"
"3444","TC000850"
"3445","TC000859"
"3446","TC000860"
"3447","TC000866"
"3448","TC000869"
"3449","TC000878"
"3450","TC000879"
"3451","TC000890"
"3452","TC000891"
"3453","TC000892"
"3454","TC000893"
"3455","TC000897"
"3456","TC000898"
"3457","TC000899"
"3458","TC000900"
"3459","TC000901"
"3460","TC000907"
"3461","TC000908"
"3462","TC000909"
"3463","TC000914"
"3464","TC000915"
"3465","TC000923"
"3466","TC000924"
"3467","TC000934"
"3468","TC000950"
"3469","TC000951"
"3470","TC000952"
"3471","TC000958"
"3472","TC000959"
"3473","TC000964"
"3474","TC000977"
"3475","TC000980"
"3476","TC001005"
"3477","TC001008"
"3478","TC001011"
"3479","TC001022"
"3480","TC001028"
"3481","TC001031"
"3482","TC001047"
"3483","TC001049"
"3484","TC001059"
"3485","TC001067"
"3486","TC001077"
"3487","TC001078"
"3488","TC001079"
"3489","TC001080"
"3490","TC001082"
"3491","TC001083"
"3492","TC001093"
"3493","TC001095"
"3494","TC001111"
"3495","TC001114"
"3496","TC001117"
"3497","TC001121"
"3498","TC001127"
"3499","TC001133"
"3500","TC001134"
"3501","TC001139"
"3502","TC001140"
"3503","TC001143"
"3504","TC001147"
"3505","TC001155"
"3506","TC001157"
"3507","TC001168"
"3508","TC001176"
"3509","TC001184"
"3510","TC001188"
"3511","TC001190"
"3512","TC001191"
"3513","TC001196"
"3514","TC001198"
"3515","TC001203"
"3516","TC001212"
"3517","TC001216"
"3518","TC001218"
"3519","TC001220"
"3520","TC001221"
"3521","TC001226"
"3522","TC001238"
"3523","TC001241"
"3524","TC001244"
"3525","TC001264"
"3526","TC001267"
"3527","TC001269"
"3528","TC001282"
"3529","TC001283"
"3530","TC001284"
"3531","TC001286"
"3532","TC001290"
"3533","TC001294"
"3534","TC001295"
"3535","TC001299"
"3536","TC001304"
"3537","TC001305"
"3538","TC001310"
"3539","TC001312"
"3540","TC001318"
"3541","TC001330"
"3542","TC001331"
"3543","TC001332"
"3544","TC001333"
"3545","TC001337"
"3546","TC001342"
"3547","TC001343"
"3548","TC001344"
"3549","TC001345"
"3550","TC001349"
"3551","TC001350"
"3552","TC001353"
"3553","TC001354"
"3554","TC001361"
"3555","TC001372"
"3556","TC001435"
"3557","TC001436"
"3558","TC001441"
"3559","TC001445"
"3560","TC001446"
"3561","TC001453"
"3562","TC001454"
"3563","TC001457"
"3564","TC001460"
"3565","TC001468"
"3566","TC001469"
"3567","TC001488"
"3568","TC001511"
"3569","TC001514"
"3570","TC001516"
"3571","TC001517"
"3572","TC001518"
"3573","TC001519"
"3574","TC001520"
"3575","TC001528"
"3576","TC001530"
"3577","TC001531"
"3578","TC001532"
"3579","TC001534"
"3580","TC001535"
"3581","TC001536"
"3582","TC001537"
"3583","TC001538"
"3584","TC001539"
"3585","TC001540"
"3586","TC001542"
"3587","TC001543"
"3588","TC001547"
"3589","TC001548"
"3590","TC001557"
"3591","TC001569"
"3592","TC001572"
"3593","TC001576"
"3594","TC001580"
"3595","TC001595"
"3596","TC001603"
"3597","TC001604"
"3598","TC001605"
"3599","TC001608"
"3600","TC001614"
"3601","TC001618"
"3602","TC001619"
"3603","TC001624"
"3604","TC001626"
"3605","TC001627"
"3606","TC001631"
"3607","TC001665"
"3608","TC001670"
"3609","TC001675"
"3610","TC001681"
"3611","TC001694"
"3612","TC001695"
"3613","TC001696"
"3614","TC001715"
"3615","TC001717"
"3616","TC001719"
"3617","TC001737"
"3618","TC001739"
"3619","TC001771"
"3620","TC001776"
"3621","TC001777"
"3622","TC001778"
"3623","TC001779"
"3624","TC001780"
"3625","TC001788"
"3626","TC001810"
"3627","TC001814"
"3628","TC001827"
"3629","TC001863"
"3630","TC001864"
"3631","TC001868"
"3632","TC001869"
"3633","TC001870"
"3634","TC001871"
"3635","TC001882"
"3636","TC001883"
"3637","TC001884"
"3638","TC001951"
"3639","TC001955"
"3640","TC001959"
"3641","TC001963"
"3642","TC001968"
"3643","TC001971"
"3644","TC001972"
"3645","TC001973"
"3646","TC001974"
"3647","TC001997"
"3648","TC002024"
"3649","TC002029"
"3650","TC002032"
"3651","TC002036"
"3652","TC002038"
"3653","TC002066"
"3654","TC002073"
"3655","TC002079"
"3656","TC002081"
"3657","TC002086"
"3658","TC002106"
"3659","TC002109"
"3660","TC002111"
"3661","TC002113"
"3662","TC002124"
"3663","TC002128"
"3664","TC002142"
"3665","TC002143"
"3666","TC002144"
"3667","TC002145"
"3668","TC002156"
"3669","TC002173"
"3670","TC002179"
"3671","TC002187"
"3672","TC002214"
"3673","TC002220"
"3674","TC002232"
"3675","TC002233"
"3676","TC002237"
"3677","TC002242"
"3678","TC002243"
"3679","TC002253"
"3680","TC002254"
"3681","TC002255"
"3682","TC002256"
"3683","TC002279"
"3684","TC002284"
"3685","TC002290"
"3686","TC002291"
"3687","TC002296"
"3688","TC002302"
"3689","TC002303"
"3690","TC002319"
"3691","TC002334"
"3692","TC002336"
"3693","TC002342"
"3694","TC002346"
"3695","TC002352"
"3696","TC002362"
"3697","TC002363"
"3698","TC002374"
"3699","TC002384"
"3700","TC002386"
"3701","TC002387"
"3702","TC002400"
"3703","TC002401"
"3704","TC002402"
"3705","TC002404"
"3706","TC002410"
"3707","TC002419"
"3708","TC002420"
"3709","TC002429"
"3710","TC002438"
"3711","TC002444"
"3712","TC002451"
"3713","TC002452"
"3714","TC002457"
"3715","TC002469"
"3716","TC002474"
"3717","TC002479"
"3718","TC002483"
"3719","TC002489"
"3720","TC002511"
"3721","TC002512"
"3722","TC002513"
"3723","TC002514"
"3724","TC002515"
"3725","TC002519"
"3726","TC002543"
"3727","TC002546"
"3728","TC002548"
"3729","TC002549"
"3730","TC002566"
"3731","TC002581"
"3732","TC002582"
"3733","TC002583"
"3734","TC002589"
"3735","TC002604"
"3736","TC002617"
"3737","TC002619"
"3738","TC002620"
"3739","TC002623"
"3740","TC002650"
"3741","TC002651"
"3742","TC002670"
"3743","TC002672"
"3744","TC002676"
"3745","TC002677"
"3746","TC002679"
"3747","TC002682"
"3748","TC002684"
"3749","TC002685"
"3750","TC002690"
"3751","TC002699"
"3752","TC002701"
"3753","TC002702"
"3754","TC002703"
"3755","TC002704"
"3756","TC002705"
"3757","TC002706"
"3758","TC002707"
"3759","TC002708"
"3760","TC002711"
"3761","TC002725"
"3762","TC002729"
"3763","TC002736"
"3764","TC002740"
"3765","TC002744"
"3766","TC002746"
"3767","TC002749"
"3768","TC002750"
"3769","TC002751"
"3770","TC002754"
"3771","TC002755"
"3772","TC002758"
"3773","TC002764"
"3774","TC002771"
"3775","TC002772"
"3776","TC002776"
"3777","TC002781"
"3778","TC002782"
"3779","TC002789"
"3780","TC002790"
"3781","TC002794"
"3782","TC002796"
"3783","TC002798"
"3784","TC002809"
"3785","TC002819"
"3786","TC002820"
"3787","TC002827"
"3788","TC002830"
"3789","TC002833"
"3790","TC002838"
"3791","TC002854"
"3792","TC002856"
"3793","TC002862"
"3794","TC002866"
"3795","TC002872"
"3796","TC002877"
"3797","TC002888"
"3798","TC002891"
"3799","TC002900"
"3800","TC002901"
"3801","TC002902"
"3802","TC002903"
"3803","TC002907"
"3804","TC002909"
"3805","TC002910"
"3806","TC002923"
"3807","TC002924"
"3808","TC002927"
"3809","TC002928"
"3810","TC002931"
"3811","TC002949"
"3812","TC002964"
"3813","TC002967"
"3814","TC002971"
"3815","TC002974"
"3816","TC002975"
"3817","TC002982"
"3818","TC002997"
"3819","TC002998"
"3820","TC003005"
"3821","TC003006"
"3822","TC003009"
"3823","TC003012"
"3824","TC003014"
"3825","TC003015"
"3826","TC003017"
"3827","TC003023"
"3828","TC003030"
"3829","TC003031"
"3830","TC003036"
"3831","TC003038"
"3832","TC003043"
"3833","TC003047"
"3834","TC003049"
"3835","TC003053"
"3836","TC003054"
"3837","TC003057"
"3838","TC003065"
"3839","TC003070"
"3840","TC003084"
"3841","TC003085"
"3842","TC003089"
"3843","TC003090"
"3844","TC003102"
"3845","TC003106"
"3846","TC003107"
"3847","TC003108"
"3848","TC003109"
"3849","TC003110"
"3850","TC003111"
"3851","TC003113"
"3852","TC003115"
"3853","TC003120"
"3854","TC003126"
"3855","TC003132"
"3856","TC003135"
"3857","TC003147"
"3858","TC003152"
"3859","TC003162"
"3860","TC003163"
"3861","TC003164"
"3862","TC003183"
"3863","TC003188"
"3864","TC003189"
"3865","TC003193"
"3866","TC003195"
"3867","TC003203"
"3868","TC003206"
"3869","TC003213"
"3870","TC003217"
"3871","TC003221"
"3872","TC003227"
"3873","TC003242"
"3874","TC003258"
"3875","TC003261"
"3876","TC003265"
"3877","TC003266"
"3878","TC003267"
"3879","TC003285"
"3880","TC003295"
"3881","TC003297"
"3882","TC003299"
"3883","TC003312"
"3884","TC003313"
"3885","TC003314"
"3886","TC003330"
"3887","TC003339"
"3888","TC003340"
"3889","TC003341"
"3890","TC003376"
"3891","TC003380"
"3892","TC003381"
"3893","TC003382"
"3894","TC003394"
"3895","TC003396"
"3896","TC003398"
"3897","TC003411"
"3898","TC003424"
"3899","TC003428"
"3900","TC003431"
"3901","TC003432"
"3902","TC003440"
"3903","TC003453"
"3904","TC003458"
"3905","TC003463"
"3906","TC003467"
"3907","TC003468"
"3908","TC003469"
"3909","TC003471"
"3910","TC003473"
"3911","TC003482"
"3912","TC003489"
"3913","TC003499"
"3914","TC003503"
"3915","TC003505"
"3916","TC003508"
"3917","TC003510"
"3918","TC003511"
"3919","TC003513"
"3920","TC003514"
"3921","TC003520"
"3922","TC003522"
"3923","TC003530"
"3924","TC003534"
"3925","TC003536"
"3926","TC003537"
"3927","TC003550"
"3928","TC003551"
"3929","TC003555"
"3930","TC003568"
"3931","TC003571"
"3932","TC003575"
"3933","TC003576"
"3934","TC003577"
"3935","TC003579"
"3936","TC003581"
"3937","TC003585"
"3938","TC003590"
"3939","TC003591"
"3940","TC003597"
"3941","TC003600"
"3942","TC003606"
"3943","TC003610"
"3944","TC003622"
"3945","TC003625"
"3946","TC003627"
"3947","TC003631"
"3948","TC003636"
"3949","TC003646"
"3950","TC003647"
"3951","TC003650"
"3952","TC003651"
"3953","TC003657"
"3954","TC003658"
"3955","TC003659"
"3956","TC003660"
"3957","TC003661"
"3958","TC003664"
"3959","TC003667"
"3960","TC003670"
"3961","TC003671"
"3962","TC003675"
"3963","TC003677"
"3964","TC003679"
"3965","TC003681"
"3966","TC003683"
"3967","TC003684"
"3968","TC003685"
"3969","TC003686"
"3970","TC003691"
"3971","TC003695"
"3972","TC003698"
"3973","TC003705"
"3974","TC003710"
"3975","TC003712"
"3976","TC003714"
"3977","TC003721"
"3978","TC003722"
"3979","TC003723"
"3980","TC003724"
"3981","TC003725"
"3982","TC003748"
"3983","TC003749"
"3984","TC003750"
"3985","TC003751"
"3986","TC003762"
"3987","TC003764"
"3988","TC003769"
"3989","TC003771"
"3990","TC003772"
"3991","TC003784"
"3992","TC003793"
"3993","TC003798"
"3994","TC003804"
"3995","TC003813"
"3996","TC003815"
"3997","TC003816"
"3998","TC003824"
"3999","TC003827"
"4000","TC003836"
"4001","TC003837"
"4002","TC003850"
"4003","TC003863"
"4004","TC003880"
"4005","TC003882"
"4006","TC003885"
"4007","TC003887"
"4008","TC003888"
"4009","TC003890"
"4010","TC003892"
"4011","TC003897"
"4012","TC003902"
"4013","TC003903"
"4014","TC003904"
"4015","TC003907"
"4016","TC003913"
"4017","TC003917"
"4018","TC003926"
"4019","TC003928"
"4020","TC003936"
"4021","TC003937"
"4022","TC003944"
"4023","TC003957"
"4024","TC003959"
"4025","TC003962"
"4026","TC003982"
"4027","TC003983"
"4028","TC003990"
"4029","TC004019"
"4030","TC004022"
"4031","TC004023"
"4032","TC004025"
"4033","TC004036"
"4034","TC004056"
"4035","TC004061"
"4036","TC004076"
"4037","TC004112"
"4038","TC004113"
"4039","TC004118"
"4040","TC004124"
"4041","TC004128"
"4042","TC004132"
"4043","TC004133"
"4044","TC004147"
"4045","TC004156"
"4046","TC004162"
"4047","TC004163"
"4048","TC004180"
"4049","TC004182"
"4050","TC004191"
"4051","TC004200"
"4052","TC004219"
"4053","TC004228"
"4054","TC004241"
"4055","TC004242"
"4056","TC004259"
"4057","TC004262"
"4058","TC004272"
"4059","TC004279"
"4060","TC004283"
"4061","TC004284"
"4062","TC004288"
"4063","TC004298"
"4064","TC004300"
"4065","TC004304"
"4066","TC004309"
"4067","TC004310"
"4068","TC004312"
"4069","TC004318"
"4070","TC004319"
"4071","TC004320"
"4072","TC004321"
"4073","TC004322"
"4074","TC004323"
"4075","TC004327"
"4076","TC004332"
"4077","TC004355"
"4078","TC004383"
"4079","TC004404"
"4080","TC004407"
"4081","TC004410"
"4082","TC004417"
"4083","TC004421"
"4084","TC004423"
"4085","TC004429"
"4086","TC004430"
"4087","TC004431"
"4088","TC004450"
"4089","TC004456"
"4090","TC004459"
"4091","TC004467"
"4092","TC004469"
"4093","TC004471"
"4094","TC004477"
"4095","TC004481"
"4096","TC004482"
"4097","TC004484"
"4098","TC004485"
"4099","TC004487"
"4100","TC004492"
"4101","TC004498"
"4102","TC004503"
"4103","TC004504"
"4104","TC004517"
"4105","TC004522"
"4106","TC004527"
"4107","TC004528"
"4108","TC004529"
"4109","TC004536"
"4110","TC004537"
"4111","TC004549"
"4112","TC004552"
"4113","TC004560"
"4114","TC004563"
"4115","TC004571"
"4116","TC004572"
"4117","TC004577"
"4118","TC004580"
"4119","TC004595"
"4120","TC004599"
"4121","TC004614"
"4122","TC004620"
"4123","TC004623"
"4124","TC004636"
"4125","TC004639"
"4126","TC004641"
"4127","TC004648"
"4128","TC004649"
"4129","TC004651"
"4130","TC004652"
"4131","TC004654"
"4132","TC004660"
"4133","TC004663"
"4134","TC004668"
"4135","TC004670"
"4136","TC004677"
"4137","TC004678"
"4138","TC004681"
"4139","TC004685"
"4140","TC004686"
"4141","TC004687"
"4142","TC004688"
"4143","TC004692"
"4144","TC004695"
"4145","TC004704"
"4146","TC004706"
"4147","TC004707"
"4148","TC004708"
"4149","TC004729"
"4150","TC004731"
"4151","TC004736"
"4152","TC004737"
"4153","TC004739"
"4154","TC004753"
"4155","TC004754"
"4156","TC004771"
"4157","TC004774"
"4158","TC004786"
"4159","TC004787"
"4160","TC004790"
"4161","TC004795"
"4162","TC004798"
"4163","TC004804"
"4164","TC004805"
"4165","TC004809"
"4166","TC004812"
"4167","TC004813"
"4168","TC004815"
"4169","TC004817"
"4170","TC004830"
"4171","TC004832"
"4172","TC004841"
"4173","TC004843"
"4174","TC004845"
"4175","TC004847"
"4176","TC004848"
"4177","TC004854"
"4178","TC004858"
"4179","TC004866"
"4180","TC004867"
"4181","TC004869"
"4182","TC004870"
"4183","TC004880"
"4184","TC004883"
"4185","TC004885"
"4186","TC004890"
"4187","TC004894"
"4188","TC004899"
"4189","TC004900"
"4190","TC004903"
"4191","TC004904"
"4192","TC004908"
"4193","TC004913"
"4194","TC004914"
"4195","TC004915"
"4196","TC004917"
"4197","TC004919"
"4198","TC004928"
"4199","TC004930"
"4200","TC004947"
"4201","TC004974"
"4202","TC004981"
"4203","TC004988"
"4204","TC004996"
"4205","TC005008"
"4206","TC005020"
"4207","TC005047"
"4208","TC005054"
"4209","TC005057"
"4210","TC005064"
"4211","TC005071"
"4212","TC005113"
"4213","TC005115"
"4214","TC005117"
"4215","TC005162"
"4216","TC005169"
"4217","TC005171"
"4218","TC005172"
"4219","TC005173"
"4220","TC005187"
"4221","TC005192"
"4222","TC005209"
"4223","TC005212"
"4224","TC005220"
"4225","TC005221"
"4226","TC005223"
"4227","TC005238"
"4228","TC005246"
"4229","TC005252"
"4230","TC005294"
"4231","TC005298"
"4232","TC005300"
"4233","TC005317"
"4234","TC005325"
"4235","TC005332"
"4236","TC005337"
"4237","TC005340"
"4238","TC005346"
"4239","TC005350"
"4240","TC005358"
"4241","TC005359"
"4242","TC005379"
"4243","TC005402"
"4244","TC005407"
"4245","TC005414"
"4246","TC005415"
"4247","TC005416"
"4248","TC005422"
"4249","TC005429"
"4250","TC005430"
"4251","TC005433"
"4252","TC005446"
"4253","TC005452"
"4254","TC005453"
"4255","TC005454"
"4256","TC005455"
"4257","TC005456"
"4258","TC005460"
"4259","TC005467"
"4260","TC005470"
"4261","TC005472"
"4262","TC005475"
"4263","TC005494"
"4264","TC005497"
"4265","TC005504"
"4266","TC005505"
"4267","TC005507"
"4268","TC005520"
"4269","TC005522"
"4270","TC005526"
"4271","TC005531"
"4272","TC005537"
"4273","TC005540"
"4274","TC005547"
"4275","TC005548"
"4276","TC005549"
"4277","TC005558"
"4278","TC005559"
"4279","TC005571"
"4280","TC005578"
"4281","TC005595"
"4282","TC005598"
"4283","TC005599"
"4284","TC005602"
"4285","TC005607"
"4286","TC005621"
"4287","TC005633"
"4288","TC005639"
"4289","TC005642"
"4290","TC005645"
"4291","TC005646"
"4292","TC005647"
"4293","TC005654"
"4294","TC005655"
